author,poem_count,char_count,avg_chars_per_poem
李真著,1,32,32.0
廣陵道士著,1,22,22.0
隱者著,1,36,36.0
希道著,1,76,76.0
嵩岳諸仙著,1,477,477.0
春台仙著,1,138,138.0
清遠道士著,1,144,144.0
藍采和著,1,68,68.0
徐釣者著,1,32,32.0
李浩著,1,144,144.0
趙自然著,1,21,21.0
段穀著,1,42,42.0
吳涵虛著,1,62,62.0
庭實著,1,11,11.0
契盈著,1,15,15.0
盛小叢著,1,36,36.0
羅炯著,1,64,64.0
大愚著,1,48,48.0
泠然著,1,64,64.0
雲表著,1,34,34.0
耽章著,1,36,36.0
文秀著,1,32,32.0
常達著,1,384,384.0
良乂著,1,34,34.0
智亮著,1,72,72.0
韜光著,1,64,64.0
含曦著,1,52,52.0
龐蘊著,1,228,228.0
金地藏著,1,64,64.0
寶月著,1,95,95.0
恒超著,1,48,48.0
中寤著,1,64,64.0
道會著,1,24,24.0
利涉著,1,36,36.0
僧鳳著,1,48,48.0
辨才著,1,48,48.0
道恭著,1,48,48.0
海順著,1,233,233.0
豐幹著,1,144,144.0
拾得著,1,2276,2276.0
海印著,1,48,48.0
韓襄客著,1,15,15.0
蓮花妓著,1,36,36.0
懷浚著,1,72,72.0
淨顯著,1,50,50.0
悟清著,1,11,11.0
滄浩著,1,46,46.0
元礎著,1,23,23.0
爾鳥著,1,15,15.0
可隆著,1,11,11.0
神迥著,1,11,11.0
唐末僧著,1,23,23.0
吳越僧著,1,384,384.0
南唐失名僧著,1,21,21.0
無名釋著,1,32,32.0
水心寺僧著,1,24,24.0
慈恩寺沙門著,1,48,48.0
文鑒著,1,36,36.0
若水著,1,48,48.0
常雅著,1,36,36.0
修雅著,1,601,601.0
法輪著,1,115,115.0
釋彪著,1,44,44.0
玄寶著,1,42,42.0
尚志著,1,48,48.0
智遠著,1,44,44.0
隱求著,1,24,24.0
曇翼著,1,55,55.0
清尚著,1,44,44.0
無作著,1,24,24.0
謙光著,1,48,48.0
文益著,1,48,48.0
元寂著,1,23,23.0
韓雄著,1,48,48.0
李潛著,1,64,64.0
殷陶著,1,64,64.0
於經野著,1,48,48.0
源光裕著,1,40,40.0
李恒著,1,48,48.0
張景源著,1,48,48.0
周利用著,1,48,48.0
李從遠著,1,48,48.0
孫佺著,1,48,48.0
樊忱著,1,48,48.0
麹瞻著,1,48,48.0
畢幹泰著,1,48,48.0
王景著,1,48,48.0
辛替否著,1,48,48.0
李咸著,1,48,48.0
韋抗著,1,72,72.0
鄭南金著,1,48,48.0
陸景初著,1,48,48.0
竇希玠著,1,48,48.0
吳兢著,1,96,96.0
寇泚著,1,69,69.0
洪子輿著,1,92,92.0
李如璧著,1,153,153.0
李澄之著,1,48,48.0
元希聲著,1,312,312.0
郭利貞著,1,44,44.0
李行言著,1,72,72.0
劉升著,1,72,72.0
李暠著,1,72,72.0
鄭蜀賓著,1,23,23.0
徐仁友著,1,48,48.0
吳鞏著,1,46,46.0
梁升卿著,1,72,72.0
張漸著,1,115,115.0
元載著,1,36,36.0
厙狄履溫著,1,120,120.0
崔珪著,1,46,46.0
史青著,1,48,48.0
蔡希周著,1,64,64.0
盧崇道著,1,72,72.0
康庭芝著,1,44,44.0
蘇綰著,1,48,48.0
孫翃著,1,48,48.0
程行諶著,1,72,72.0
崔頌著,1,48,48.0
劉晃著,1,40,40.0
韓思複著,1,40,40.0
徐知仁著,1,120,120.0
崔禹錫著,1,120,120.0
房管著,1,120,120.0
崔尚著,1,72,72.0
崔沔著,1,72,72.0
宇文融著,1,96,96.0
裴光庭著,1,96,96.0
褚琇著,1,72,72.0
宋務光著,1,184,184.0
呂太一著,1,24,24.0
馮少吉著,1,36,36.0
邵升著,1,64,64.0
史俊著,1,110,110.0
姜皎著,1,62,62.0
薑晞著,1,62,62.0
劉友賢著,1,48,48.0
郎餘令著,1,48,48.0
高紹著,1,48,48.0
徐皓著,1,48,48.0
王茂時著,1,48,48.0
周彥昭著,1,48,48.0
席元明著,1,56,56.0
唐遠悊著,1,48,48.0
蔣挺著,1,40,40.0
喬侃著,1,62,62.0
何鸞著,1,40,40.0
崔玄童著,1,40,40.0
李夔著,1,48,48.0
田遊岩著,1,72,72.0
辛常伯著,1,455,455.0
邵大震著,1,36,36.0
王勔著,1,48,48.0
崔滌著,1,36,36.0
狄仁傑著,1,64,64.0
賀敱著,1,110,110.0
薛昚惑著,1,48,48.0
楊敬述著,1,64,64.0
張垍著,1,48,48.0
房融著,1,48,48.0
楊重玄著,1,24,24.0
張楚金著,1,70,70.0
鄭遂初著,1,46,46.0
王紹宗著,1,36,36.0
司馬逸客著,1,350,350.0
牛鳳及著,1,62,62.0
王易從著,1,46,46.0
章玄同著,1,24,24.0
劉幽求著,1,22,22.0
袁恕己著,1,46,46.0
王晙著,1,40,40.0
朱使欣著,1,48,48.0
李伯魚著,1,48,48.0
魏奉古著,1,120,120.0
梁知微著,1,96,96.0
王熊著,1,96,96.0
陰行先著,1,48,48.0
丘悅著,1,36,36.0
鄭善玉著,1,40,40.0
張齊賢著,1,40,40.0
胡雄著,1,36,36.0
劉知幾著,1,48,48.0
祝欽明著,1,40,40.0
閭丘均著,1,69,69.0
富嘉謨著,1,168,168.0
裴士淹著,1,34,34.0
李元操著,1,96,96.0
顧朝陽著,1,46,46.0
苗晉卿著,1,96,96.0
魏萬著,1,288,288.0
于逖著,1,82,82.0
於逖著,1,92,92.0
李峰著,1,48,48.0
陳孫著,1,48,48.0
張偁著,1,36,36.0
段懷然著,1,36,36.0
元友讓著,1,72,72.0
蕭華著,1,96,96.0
趙居貞著,1,190,190.0
賈躭著,1,90,90.0
崔敏童著,1,36,36.0
崔成甫著,1,36,36.0
崔惠童著,1,36,36.0
鄒象先著,1,24,24.0
宋華著,1,220,220.0
息夫牧著,1,108,108.0
沈東美著,1,144,144.0
田澄著,1,48,48.0
韋濟著,1,48,48.0
鄭虔著,1,22,22.0
滕珦著,1,72,72.0
袁邕著,1,38,38.0
蘇著,1,37,37.0
崔宗之著,1,182,182.0
郭受著,1,64,64.0
陶峴著,1,64,64.0
楊郇伯著,1,64,64.0
王濯著,1,72,72.0
鄭轅著,1,72,72.0
韓浚著,1,72,72.0
史延著,1,72,72.0
張莒著,1,72,72.0
張惟儉著,1,72,72.0
李竦著,1,72,72.0
崔琮著,1,72,72.0
朱宿著,1,96,96.0
鄭昈著,1,44,44.0
杜誦著,1,48,48.0
房孺複著,1,64,64.0
竇蒙著,1,69,69.0
鄭孺華著,1,72,72.0
於結著,1,71,71.0
綦毋誠著,1,48,48.0
呂牧著,1,72,72.0
張叔良著,1,72,72.0
潘炎著,1,96,96.0
王鋌著,1,64,64.0
韋元甫著,1,256,256.0
李陽冰著,1,24,24.0
古之奇著,1,69,69.0
王綽著,1,72,72.0
李岑1著,1,38,38.0
高傪著,1,38,38.0
敬括著,1,72,72.0
喬琳著,1,64,64.0
梁德裕著,1,120,120.0
朱斌著,1,22,22.0
鄭紹著,1,46,46.0
梁洽著,1,46,46.0
荊冬倩著,1,48,48.0
程彌綸著,1,51,51.0
王喬著,1,36,36.0
郭向著,1,24,24.0
黃麟著,1,48,48.0
杜儼著,1,34,34.0
柳渾著,1,32,32.0
孟彥深著,1,72,72.0
李曄2著,1,72,72.0
楊志堅著,1,60,60.0
庾光先著,1,64,64.0
閭丘曉著,1,46,46.0
張抃著,1,64,64.0
周萬著,1,48,48.0
王嶽靈著,1,66,66.0
楊顏著,1,44,44.0
崔亙著,1,44,44.0
趙驊著,1,48,48.0
苑鹹著,1,62,62.0
苑咸著,1,48,48.0
常非月著,1,48,48.0
張良璞著,1,88,88.0
孫欣著,1,48,48.0
王羨門著,1,48,48.0
王迥著,1,46,46.0
李穆著,1,36,36.0
鄒紹先著,1,36,36.0
李峴著,1,32,32.0
鄔載著,1,120,120.0
殷少野著,1,48,48.0
鄭愕著,1,48,48.0
姚發著,1,48,48.0
劉太沖著,1,48,48.0
元晟著,1,48,48.0
房白著,1,48,48.0
長孫鑄著,1,48,48.0
劉舟著,1,48,48.0
賈邕著,1,48,48.0
許瑤著,1,36,36.0
朱逵著,1,156,156.0
魯收著,1,184,184.0
竇冀著,1,247,247.0
王zr著,1,221,221.0
魏璀著,1,72,72.0
莊若訥著,1,72,72.0
李清著,1,36,36.0
楊賁著,1,44,44.0
李福業著,1,24,24.0
鄭惟忠著,1,24,24.0
許圉師著,1,24,24.0
張易之,1,70,70.0
鄭渥,1,14,14.0
于武陵,1,40,40.0
鮑氏君徽,1,60,60.0
崔融,1,40,40.0
余延壽,1,80,80.0
張九齡,1,40,40.0
歐陽瑾,1,40,40.0
韋承慶,1,40,40.0
劉憲,1,40,40.0
劉濟,1,80,80.0
王之渙,1,28,28.0
陳子昂,1,60,60.0
紀唐夫,1,14,14.0
賈馳,1,30,30.0
于濆,1,50,50.0
張循之,1,40,40.0
張昭,1,32,32.0
張袞,1,32,32.0
趙光逢,1,160,160.0
裴度,1,32,32.0
孟簡,1,32,32.0
李逢吉,1,32,32.0
杜羔,1,32,32.0
歸登,1,32,32.0
秦韜玉,1,56,56.0
劉昚虛,1,40,40.0
裴交泰,1,28,28.0
程氏長文,1,40,40.0
吳少微,1,60,60.0
雍陶,1,80,80.0
姚氏月華,1,56,56.0
劉義,1,40,40.0
劉元濟,1,40,40.0
張汯,1,28,28.0
薛奇童,1,80,80.0
子蘭,1,60,60.0
杜頠,1,180,180.0
厲玄,1,90,90.0
陶翰,1,14,14.0
朱放,1,20,20.0
丁仙芝,1,40,40.0
朱光弼,1,28,28.0
吳燭,1,40,40.0
歐陽詹,1,30,30.0
張氏琰,1,28,28.0
鄭愔,1,60,60.0
陳昭,1,40,40.0
東方虯,1,40,40.0
顧朝陽,1,40,40.0
梁獻,1,40,40.0
李彥暐,1,100,100.0
常建,1,90,90.0
馮伉,1,32,32.0
陳京,1,32,32.0
許孟容,1,32,32.0
蕭妃,1,30,30.0
韓休,1,28,28.0
劉晃,1,32,32.0
盧從願,1,32,32.0
韓思複,1,40,40.0
王繼鵬,1,28,28.0
孟昶,1,14,14.0
錢俶,1,14,14.0
李建,1,14,14.0
李從謙,1,40,40.0
李從善,1,179,179.0
李昪,1,28,28.0
宋若憲,1,60,60.0
祝欽明,1,32,32.0
宋若昭,1,60,60.0
宋若華,1,28,28.0
宜芬公主,1,40,40.0
李禕,1,79,79.0
李貞,1,50,50.0
李元嘉,1,70,70.0
江妃,1,28,28.0
楊玉環,1,28,28.0
長孫氏,1,14,14.0
李曄1,1,14,14.0
李旦,1,55,55.0
王晙,1,32,32.0
崔玄童,1,32,32.0
賈曾,1,32,32.0
何鸞,1,32,32.0
員半千,1,40,40.0
劉子玄,1,40,40.0
胡雄,1,40,40.0
薛稷,1,32,32.0
鄭善玉,1,32,32.0
張齊賢,1,32,32.0
丘說,1,32,32.0
蕭仿,1,32,32.0
夏侯孜,1,28,28.0
李回,1,16,16.0
牛僧孺,1,96,96.0
段文昌,1,32,32.0
鄭絪,1,32,32.0
鄭餘慶,1,32,32.0
劉晏,1,32,32.0
裴璀,1,32,32.0
薑晞,1,32,32.0
崔日用,1,32,32.0
姜皎,1,32,32.0
盧懷慎,1,40,40.0
蔡孚,1,32,32.0
姚崇,1,32,32.0
蔣挺,1,40,40.0
張修之,1,40,40.0
劉阜,1,28,28.0
許天正著,1,86,86.0
趙彥昭,1,28,28.0
沈叔安,1,14,14.0
楊續,1,60,60.0
褚遂良,1,60,60.0
劉洎,1,60,60.0
封行高,1,40,40.0
令狐德棻,1,40,40.0
于志寧,1,40,40.0
顏師古,1,40,40.0
陳陶,1,56,56.0
高駢,1,40,40.0
薛維翰,1,30,30.0
元結,1,116,116.0
趙中虛,1,80,80.0
崔液,1,100,100.0
吉中孚妻,1,20,20.0
滕潛,1,28,28.0
和凝,1,84,84.0
牛嶠,1,140,140.0
孫魴,1,140,140.0
韓琮,1,28,28.0
盧貞,1,28,28.0
李景伯,1,28,28.0
吳融,1,28,28.0
陸長源,1,20,20.0
何仲宣,1,14,14.0
楊浚,1,40,40.0
李華,1,40,40.0
郭正一著,1,48,48.0
劉懷一著,1,72,72.0
魏求己著,1,48,48.0
韓思彥著,1,72,72.0
賀遂亮著,1,72,72.0
徐珩著,1,48,48.0
薛克構著,1,62,62.0
蕭楚材著,1,62,62.0
鄭義真著,1,62,62.0
王德真著,1,62,62.0
裴守真著,1,144,144.0
胡元范著,1,144,144.0
張大安著,1,48,48.0
蕭德言,1,20,20.0
閻立本,1,34,34.0
歐陽詢,1,40,40.0
蕭翼,1,40,40.0
薛元超,1,70,70.0
來濟,1,20,20.0
毛明素,1,20,20.0
張文收,1,20,20.0
朱子奢,1,40,40.0
朱仲晦,1,120,120.0
杜之松,1,40,40.0
蔡允恭,1,40,40.0
權德輿,1,14,14.0
李章,1,20,20.0
李嘉佑,1,28,28.0
張柬之,1,40,40.0
閻朝隱,1,34,34.0
司空圖,1,40,40.0
司空曙,1,40,40.0
楊淩,1,28,28.0
梁氏瓊,1,40,40.0
崔塗,1,40,40.0
郎士元,1,60,60.0
鄒紹先,1,30,30.0
楊衡,1,20,20.0
賀知章,1,28,28.0
孟浩然,1,40,40.0
張若虛,1,42,42.0
田娥,1,20,20.0
張子容,1,60,60.0
薛耀,1,20,20.0
柯崇,1,56,56.0
王諲,1,40,40.0
王沈,1,28,28.0
張烜,1,40,40.0
嚴識玄,1,40,40.0
劉氏媛,1,56,56.0
鄭穀,1,56,56.0
高蟾,1,42,42.0
齊浣,1,40,40.0
李希仲,1,80,80.0
武平一,1,120,120.0
盧弼,1,14,14.0
王貞白,1,40,40.0
王訓,1,40,40.0
萬楚,1,70,70.0
張潮,1,120,120.0
趙微明,1,40,40.0
張彪,1,40,40.0
姚系,1,40,40.0
常理,1,60,60.0
王縉,1,40,40.0
賀蘭進明,1,56,56.0
張紘,1,15,15.0
張繼,1,20,20.0
雍裕之,1,20,20.0
盧仝,1,80,80.0
李康成,1,20,20.0
辛弘智,1,20,20.0
張熾,1,18,18.0
賈島,1,20,20.0
鄭錫,1,40,40.0
李廓,1,400,400.0
李嶷,1,90,90.0
虞羽客,1,100,100.0
獨孤及,1,160,160.0
王轂,1,14,14.0
獨孤綬著,1,72,72.0
仲子陵著,1,66,66.0
周徹著,1,72,72.0
李嶼著,1,115,115.0
王希羽著,1,36,36.0
裴皞著,1,36,36.0
陳乘著,1,48,48.0
唐廩著,1,62,62.0
林嵩著,1,64,64.0
張曙1著,1,36,36.0
汪極著,1,48,48.0
裴贄著,1,62,62.0
狄歸昌著,1,36,36.0
姚岩傑著,1,62,62.0
韓儀著,1,36,36.0
盧尚卿著,1,62,62.0
劉崇龜著,1,34,34.0
程賀著,1,32,32.0
李克恭著,1,62,62.0
鄭合著,1,36,36.0
盧嗣業著,1,48,48.0
許三畏著,1,64,64.0
李廷璧著,1,60,60.0
盧攜著,1,24,24.0
羊昭業著,1,64,64.0
魏樸著,1,100,100.0
崔璐著,1,134,134.0
陳黯著,1,24,24.0
柯崇著,1,72,72.0
劉崇魯著,1,34,34.0
南詔驃信著,1,72,72.0
李縞著,1,36,36.0
王越賓著,1,36,36.0
杜常著,1,34,34.0
張直著,1,134,134.0
荊浩著,1,48,48.0
周鏞著,1,64,64.0
馬冉著,1,23,23.0
張迥1著,1,44,44.0
蔣肱著,1,64,64.0
蕭項著,1,64,64.0
高衢著,1,36,36.0
張綺著,1,36,36.0
王碩著,1,36,36.0
孫定著,1,62,62.0
李昌鄴著,1,36,36.0
韋冰著,1,36,36.0
王滌著,1,36,36.0
王祝著,1,36,36.0
劉谷著,1,36,36.0
陸貞洞著,1,36,36.0
周祚著,1,32,32.0
胡駢著,1,64,64.0
崔庸著,1,24,24.0
李旭著,1,64,64.0
薛准著,1,34,34.0
孫蜀著,1,36,36.0
顧封人著,1,72,72.0
李拯著,1,36,36.0
蕭縝著,1,36,36.0
劉暌著,1,64,64.0
王嚴著,1,48,48.0
于瑰著,1,96,96.0
李鄴著,1,48,48.0
薛蒙著,1,48,48.0
田章著,1,48,48.0
李汶儒著,1,48,48.0
李續著,1,48,48.0
李朋著,1,48,48.0
趙牧著,1,130,130.0
盧順之著,1,64,64.0
李明遠著,1,48,48.0
王鐐著,1,22,22.0
崔元範著,1,36,36.0
李訥著,1,36,36.0
南卓著,1,34,34.0
李質著,1,48,48.0
劉皋著,1,46,46.0
鄭顥著,1,120,120.0
魏謨著,1,24,24.0
夏侯孜著,1,40,40.0
令狐綯著,1,36,36.0
潘唐著,1,64,64.0
張良器著,1,96,96.0
李渥著,1,64,64.0
劉璐著,1,48,48.0
盧栯著,1,48,48.0
李體仁著,1,72,72.0
盧駢著,1,24,24.0
裴澈著,1,36,36.0
張演著,1,36,36.0
孫緯著,1,48,48.0
鄭洪業著,1,71,71.0
韋承貽著,1,100,100.0
伊璠著,1,64,64.0
牛征著,1,48,48.0
張叢著,1,48,48.0
李嶸著,1,36,36.0
陳琡著,1,34,34.0
劉損著,1,192,192.0
裴鉶著,1,64,64.0
崔安潛著,1,34,34.0
鄭嵎著,1,1535,1535.0
柳珪著,1,64,64.0
郭夔著,1,62,62.0
李節著,1,131,131.0
封彥卿著,1,36,36.0
崔澹著,1,36,36.0
陸肱著,1,42,42.0
盧鄴著,1,36,36.0
王傳著,1,64,64.0
王良會著,1,48,48.0
趙叔達著,1,48,48.0
盧嗣立著,1,64,64.0
張昭著,1,124,124.0
油蔚著,1,64,64.0
安錡著,1,48,48.0
陸弘休著,1,64,64.0
吳圓著,1,34,34.0
李曜著,1,34,34.0
韓嶼著,1,63,63.0
李祜著,1,36,36.0
武翊黃著,1,72,72.0
張震著,1,48,48.0
何象著,1,24,24.0
嚴識玄著,1,46,46.0
劉山甫著,1,36,36.0
曾麻幾著,1,32,32.0
夏鴻著,1,64,64.0
王繼勳著,1,64,64.0
沈韜文著,1,27,27.0
杜建徽著,1,22,22.0
梁震著,1,36,36.0
路洵美著,1,44,44.0
劉章著,1,62,62.0
張觀著,1,64,64.0
丁元和著,1,30,30.0
劉羲叟著,1,36,36.0
劉義度著,1,23,23.0
金昌緒著,1,22,22.0
鄭軌著,1,48,48.0
楊奇鯤著,1,48,48.0
徐安期著,1,32,32.0
張仲謀著,1,34,34.0
秦尚運著,1,36,36.0
李延陵著,1,144,144.0
安鴻漸著,1,36,36.0
李韶著,1,36,36.0
董初著,1,46,46.0
解彥融著,1,110,110.0
何贊著,1,60,60.0
謝陶著,1,44,44.0
朱琳著,1,46,46.0
陳述著,1,38,38.0
徐璧著,1,22,22.0
劉戩著,1,82,82.0
朱絳著,1,34,34.0
顏舒著,1,46,46.0
李習著,1,34,34.0
李何著,1,22,22.0
符子珪著,1,44,44.0
梁獻著,1,46,46.0
張修之著,1,46,46.0
張烜著,1,46,46.0
郭恭著,1,24,24.0
劉夷道著,1,23,23.0
楊齊哲著,1,48,48.0
楊鼎夫著,1,64,64.0
李浩弼著,1,64,64.0
王鍇著,1,64,64.0
鄧洵美著,1,64,64.0
劉坦著,1,36,36.0
楊昭儉著,1,34,34.0
李瀚1著,1,36,36.0
張仁溥著,1,36,36.0
韓昭裔著,1,36,36.0
趙延壽著,1,60,60.0
崔居儉著,1,40,40.0
盧文紀著,1,40,40.0
朱褒著,1,36,36.0
王易簡著,1,36,36.0
李京著,1,48,48.0
王鎔著,1,127,127.0
張格著,1,64,64.0
劉辟著,1,144,144.0
鄭頲著,1,23,23.0
李密著,1,110,110.0
陳璠著,1,34,34.0
朱元著,1,36,36.0
張隱著,1,36,36.0
成輔端著,1,32,32.0
李贊華著,1,24,24.0
王巨仁著,1,34,34.0
長屋著,1,20,20.0
朝衡著,1,72,72.0
韋遵著,1,36,36.0
李征古著,1,24,24.0
李昉著,1,64,64.0
馬致恭著,1,64,64.0
周庠著,1,64,64.0
陳元裕著,1,48,48.0
王沂著,1,48,48.0
喬舜著,1,48,48.0
鐘蒨著,1,48,48.0
謝仲宣著,1,48,48.0
孫峴著,1,48,48.0
陳彥著,1,36,36.0
朱存著,1,32,32.0
韓垂著,1,46,46.0
李詢著,1,36,36.0
梁藻著,1,34,34.0
李羽著,1,36,36.0
何昌齡著,1,36,36.0
韓定辭著,1,34,34.0
馬彧著,1,36,36.0
查文徽著,1,64,64.0
包穎著,1,64,64.0
高越著,1,32,32.0
陳貺著,1,48,48.0
韋鼎著,1,46,46.0
孟賓于著,1,36,36.0
張義方著,1,64,64.0
朱可名著,1,48,48.0
易重著,1,64,64.0
高拯著,1,36,36.0
豆盧榮著,1,72,72.0
陳師穆著,1,72,72.0
李應著,1,72,72.0
庾承宣著,1,72,72.0
陸瀍著,1,48,48.0
崔恭著,1,48,48.0
韓察著,1,48,48.0
張弘靖著,1,48,48.0
夏方慶著,1,72,72.0
陳九流著,1,72,72.0
柳道倫著,1,72,72.0
邵偃著,1,72,72.0
樊陽源著,1,72,72.0
高弁著,1,72,72.0
韋紓著,1,72,72.0
劉遵古著,1,72,72.0
賈棱著,1,72,72.0
楊於陵著,1,72,72.0
車緬著,1,72,72.0
杜羔著,1,40,40.0
李君房著,1,72,72.0
許堯佐著,1,72,72.0
李正辭著,1,72,72.0
陸複禮著,1,72,72.0
王履貞著,1,72,72.0
李季何著,1,72,72.0
李行敏著,1,72,72.0
徐牧著,1,72,72.0
萬彤雲著,1,36,36.0
曹著著,1,72,72.0
李君何著,1,72,72.0
俞簡著,1,72,72.0
胡直鈞著,1,72,72.0
杜元穎著,1,72,72.0
王鑒著,1,72,72.0
吳丹著,1,72,72.0
鄭俞著,1,72,72.0
邵楚萇著,1,64,64.0
封孟紳著,1,72,72.0
王損之著,1,72,72.0
李諒著,1,124,124.0
陳諷著,1,72,72.0
嚴休複著,1,72,72.0
繁知一著,1,36,36.0
張彤著,1,64,64.0
韋式著,1,67,67.0
張渾著,1,92,92.0
盧真著,1,92,92.0
鄭據著,1,92,92.0
劉真著,1,92,92.0
吉皎著,1,92,92.0
胡杲著,1,92,92.0
樊宗師著,1,119,119.0
皇甫鏞著,1,36,36.0
于敖著,1,32,32.0
盧士政著,1,48,48.0
裴逵著,1,72,72.0
郭鄖著,1,64,64.0
陳元初著,1,42,42.0
杜奕著,1,42,42.0
沈仲昌著,1,23,23.0
賈弇著,1,23,23.0
李子卿著,1,72,72.0
于尹躬著,1,72,72.0
崔季卿著,1,36,36.0
夏侯審著,1,36,36.0
吉中孚著,1,72,72.0
沈回著,1,72,72.0
裴達著,1,72,72.0
獨孤實著,1,48,48.0
張季略著,1,72,72.0
崔績著,1,72,72.0
楊系著,1,72,72.0
元友直著,1,72,72.0
丁位著,1,72,72.0
張昔著,1,72,72.0
常沂著,1,72,72.0
張蒙著,1,72,72.0
暢諸著,1,44,44.0
王儲著,1,72,72.0
獨孤授著,1,72,72.0
韋同則著,1,36,36.0
李夷簡著,1,144,144.0
王觀著,1,44,44.0
崔瓘著,1,34,34.0
徐放著,1,48,48.0
張正一著,1,48,48.0
趙宗儒著,1,48,48.0
歸登著,1,40,40.0
張署著,1,64,64.0
袁高著,1,230,230.0
王智興著,1,36,36.0
盧群著,1,64,64.0
陳京著,1,40,40.0
駱浚著,1,36,36.0
何頻瑜著,1,72,72.0
邵真著,1,24,24.0
韋執中著,1,48,48.0
羅珦著,1,64,64.0
高崇文著,1,36,36.0
獨孤良器著,1,72,72.0
謝勮著,1,152,152.0
薛戎著,1,152,152.0
羊滔著,1,151,151.0
李深著,1,152,152.0
范元凱著,1,36,36.0
李彥遠著,1,44,44.0
朱彬著,1,23,23.0
王公亮著,1,69,69.0
獨孤良弼著,1,72,72.0
唐思言著,1,64,64.0
盧求著,1,48,48.0
李損之著,1,72,72.0
李衢著,1,72,72.0
裴思謙著,1,36,36.0
尹璞著,1,36,36.0
鐘輅著,1,72,72.0
李章武著,1,36,36.0
房千里著,1,64,64.0
柴夔著,1,64,64.0
許玫著,1,62,62.0
庾敬休著,1,72,72.0
王彥威著,1,64,64.0
長孫翱著,1,32,32.0
牛叢著,1,36,36.0
楊洵美著,1,72,72.0
李甘著,1,34,34.0
竇洵直著,1,72,72.0
趙存約著,1,72,72.0
孔溫業著,1,72,72.0
崔郾著,1,64,64.0
韋瓘著,1,64,64.0
劉三複著,1,64,64.0
李虞著,1,36,36.0
梁鉉著,1,72,72.0
劉魯風著,1,36,36.0
許瀍著,1,32,32.0
陳上美著,1,64,64.0
裴澄著,1,66,66.0
郭圓著,1,34,34.0
孟守著,1,64,64.0
石貫著,1,64,64.0
丘上卿著,1,64,64.0
張道符著,1,64,64.0
崔軒著,1,64,64.0
樊驤著,1,64,64.0
裴翻著,1,64,64.0
劉耕著,1,64,64.0
孟球著,1,64,64.0
高退之著,1,64,64.0
路貫著,1,64,64.0
薛宜僚著,1,72,72.0
楊鴻著,1,36,36.0
劉莊物著,1,69,69.0
張鷺著,1,69,69.0
錢可複著,1,69,69.0
王樞著,1,36,36.0
彭蟾著,1,64,64.0
殷潛之著,1,168,168.0
嚴惲著,1,32,32.0
曹汾著,1,64,64.0
邢群著,1,64,64.0
馮涯著,1,72,72.0
崔元略著,1,64,64.0
崔郊著,1,34,34.0
焦鬱著,1,98,98.0
焦郁著,1,72,72.0
先汪著,1,36,36.0
孫革著,1,24,24.0
王仲舒著,1,36,36.0
盧景亮著,1,72,72.0
張頂著,1,34,34.0
浩虛舟著,1,72,72.0
鄭立之著,1,34,34.0
殷堯恭著,1,72,72.0
李秘著,1,48,48.0
裴交泰著,1,34,34.0
楊厚著,1,44,44.0
薛zm著,1,36,36.0
張儼著,1,72,72.0
呂群著,1,48,48.0
何元上著,1,64,64.0
段弘古著,1,36,36.0
徐希仁著,1,24,24.0
賀蘭朋吉著,1,48,48.0
李溟著,1,44,44.0
嚴公貺著,1,48,48.0
嚴公弼著,1,36,36.0
獨孤申叔著,1,72,72.0
張瀛著,1,141,141.0
張燦著,1,48,48.0
羅立言著,1,72,72.0
汪萬於著,1,44,44.0
何儒亮著,1,72,72.0
李宗閔著,1,64,64.0
韋表微著,1,200,200.0
張勝之著,1,69,69.0
張複著,1,69,69.0
蕭建著,1,36,36.0
劉軻著,1,72,72.0
獨孤鉉著,1,72,72.0
吳晃著,1,69,69.0
紀元皋著,1,69,69.0
王季則著,1,69,69.0
潘存實著,1,72,72.0
皇甫曙著,1,64,64.0
廖有方著,1,34,34.0
盧宗回著,1,64,64.0
高銖著,1,48,48.0
王質著,1,72,72.0
郭周藩著,1,276,276.0
陶雍著,1,120,120.0
陳彥博著,1,72,72.0
賈謨著,1,72,72.0
範傳質著,1,66,66.0
盧鈞著,1,66,66.0
崔公信著,1,48,48.0
馬植著,1,64,64.0
李虞仲著,1,72,72.0
耿玉真著,1,50,50.0
