author,poem_count,char_count,avg_chars_per_poem
宗楚客著,7,376,53.714285714285715
韋承慶著,7,370,52.857142857142854
白行簡著,7,465,66.42857142857143
上官昭容,7,881,125.85714285714286
朱長文著,7,272,38.857142857142854
孔紹安,7,260,37.142857142857146
劉長卿,7,420,60.0
孟簡著,7,689,98.42857142857143
崔元翰著,7,666,95.14285714285714
李顯,7,525,75.0
于良史著,7,310,44.285714285714285
陳翊著,7,334,47.714285714285715
鄭損著,6,336,56.0
陳存著,6,261,43.5
沈頌著,6,298,49.666666666666664
鄭准著,6,281,46.833333333333336
王元著,6,259,43.166666666666664
鄭世翼,6,300,50.0
張循之著,6,258,43.0
張夫人著,6,303,50.5
胡皓著,6,604,100.66666666666667
王起著,6,503,83.83333333333333
劉灣著,6,510,85.0
張旭著,6,192,32.0
任希古著,6,590,98.33333333333333
詹敦仁著,6,483,80.5
王諲著,6,446,74.33333333333333
劉駕,6,278,46.333333333333336
崔顥,6,291,48.5
鄭絪著,6,319,53.166666666666664
張袞著,6,216,36.0
崔液著,6,582,97.0
蜀宮群仙著,6,200,33.333333333333336
張志和著,6,455,75.83333333333333
張窈窕著,6,233,38.833333333333336
義淨著,6,680,113.33333333333333
許堅2著,6,275,45.833333333333336
張潮著,6,530,88.33333333333333
李貞白著,6,172,28.666666666666668
李昂1,6,205,34.166666666666664
薛奇童著,6,485,80.83333333333333
崔護著,6,332,55.333333333333336
李宣古著,6,452,75.33333333333333
杜甫,6,836,139.33333333333334
宋璟著,6,456,76.0
閻防著,6,433,72.16666666666667
王岩著,6,204,34.0
馮道著,6,392,65.33333333333333
慕幽著,6,320,53.333333333333336
林滋著,6,387,64.5
可朋著,6,344,57.333333333333336
徐賢妃,6,214,35.666666666666664
嚴武著,6,454,75.66666666666667
厲玄著,6,326,54.333333333333336
翁綬,6,84,14.0
章八元著,6,308,51.333333333333336
李衍,6,154,25.666666666666668
歸仁著,6,324,54.0
李舒,6,192,32.0
張均著,6,324,54.0
徐彥伯,6,216,36.0
薛能,6,1104,184.0
岑羲著,6,308,51.333333333333336
牛希濟著,6,789,131.5
李沇著,6,534,89.0
吳少微著,6,950,158.33333333333334
徐鍇著,5,230,46.0
王勃,5,214,42.8
王泠然著,5,485,97.0
沈千運著,5,464,92.8
湯悅著,5,256,51.2
殷遙著,5,236,47.2
庾抱,5,200,40.0
張彪著,5,394,78.8
蔡希寂著,5,348,69.6
許堅1著,5,248,49.6
袁不約著,5,240,48.0
徐九皋著,5,208,41.6
李泌著,5,256,51.2
盧汝弼著,5,390,78.0
戴叔倫,5,190,38.0
閻寬著,5,244,48.8
梁瓊著,5,238,47.6
權龍褒著,5,108,21.6
儲光羲,5,320,64.0
李頎,5,208,41.6
隱巒著,5,229,45.8
許景先著,5,662,132.4
歐陽玭著,5,254,50.8
李商隱,5,170,34.0
姚月華著,5,382,76.4
于邵著,5,216,43.2
晁采著,5,638,127.6
潘佑著,5,146,29.2
公乘億著,5,303,60.6
文丙著,5,237,47.4
徐敞著,5,360,72.0
楊嗣複著,5,380,76.0
耿湋,5,208,41.6
劉禕之著,5,336,67.2
崔備著,5,360,72.0
劉希夷,5,214,42.8
王之渙著,5,186,37.2
李正封著,5,260,52.0
鄭澣著,5,449,89.8
牛僧孺著,5,449,89.8
李康成著,5,419,83.8
黃損著,5,317,63.4
崔興宗著,5,204,40.8
李程著,5,372,74.4
楊乘著,5,492,98.4
張聿著,5,357,71.4
陳季卿著,5,238,47.6
郭元振,5,200,40.0
沈傳師著,5,365,73.0
楊凝式著,5,150,30.0
徐晶著,5,310,62.0
潘鹹著,5,235,47.0
周匡物著,5,274,54.8
慧淨著,5,742,148.4
吳越人著,5,368,73.6
呂渭著,5,233,46.6
鄭綮著,5,158,31.6
趙鸞鸞著,5,160,32.0
高適,5,223,44.6
王無競著,5,305,61.0
賈曾著,5,268,53.6
袁朗,5,620,124.0
王適著,5,373,74.6
廖匡圖著,5,265,53.0
趙璜著,5,222,44.4
雲台峰女仙著,5,115,23.0
韓熙載著,5,267,53.4
盧綸,5,366,73.2
蔣維翰著,4,138,34.5
張辭著,4,178,44.5
王琚著,4,420,105.0
王鐸著,4,219,54.75
郎大家宋氏著,4,196,49.0
姚揆著,4,232,58.0
崔萱著,4,147,36.75
鄭鏦著,4,186,46.5
崔仲容著,4,188,47.0
馬湘著,4,224,56.0
李家明著,4,142,35.5
馬異著,4,537,134.25
善生著,4,192,48.0
陸贄著,4,225,56.25
鄭璧著,4,200,50.0
孟氏著,4,95,23.75
劉乙著,4,167,41.75
胡令能著,4,142,35.5
孟雲卿,4,320,80.0
周濆著,4,134,33.5
岑文本,4,220,55.0
張說,4,432,108.0
李嶷著,4,258,64.5
鄭愚著,4,116,29.0
步非煙著,4,136,34.0
孫棨著,4,244,61.0
孫昌胤著,4,256,64.0
吉師老著,4,176,44.0
劉允濟著,4,686,171.5
張柬之著,4,294,73.5
張鼎著,4,238,59.5
駱賓王,4,450,112.5
張為著,4,293,73.25
謝良輔著,4,130,32.5
孫偓著,4,152,38.0
何希堯著,4,134,33.5
狄煥著,4,150,37.5
李觀著,4,265,66.25
蔣渙著,4,240,60.0
溫憲著,4,168,42.0
韓常侍著,4,130,32.5
鹿虔扆著,4,355,88.75
李絳著,4,354,88.5
元季川著,4,266,66.5
姚康著,4,240,60.0
柳棠著,4,144,36.0
皇甫澈著,4,288,72.0
段文昌著,4,172,43.0
高瑾著,4,204,51.0
陸長源著,4,221,55.25
韓仲宣著,4,200,50.0
卿雲著,4,190,47.5
廖凝著,4,219,54.75
鄭仁表著,4,123,30.75
莫宣卿著,4,203,50.75
慧宣著,4,289,72.25
易思著,4,172,43.0
田娥著,4,136,34.0
馮著著,4,386,96.5
裴次元著,4,227,56.75
羅隱,4,148,37.0
張元一著,4,137,34.25
喬知之,4,587,146.75
魏知古著,4,278,69.5
崔泰之著,4,552,138.0
劉迥著,4,152,38.0
賈彥璋著,4,192,48.0
王績著,4,226,56.5
楊希道著,4,162,40.5
翁宏著,4,169,42.25
張蕭遠著,4,231,57.75
張易之著,4,238,59.5
王烈著,4,219,54.75
陸敬,4,294,73.5
馬逢著,4,196,49.0
李玖著,4,444,111.0
李邕著,4,272,68.0
李迥秀著,4,196,49.0
王魯複著,4,107,26.75
羅紹威著,4,167,41.75
袁皓著,4,384,96.0
柳公權著,4,156,39.0
劉庭琦著,4,272,68.0
趙氏2著,4,202,50.5
戎昱,4,328,82.0
張文姬著,4,92,23.0
卓英英著,4,138,34.5
蕭遘著,4,151,37.75
張嘉貞著,4,299,74.75
萬齊融著,4,324,81.0
薛馧著,4,178,44.5
席豫著,4,336,84.0
奚賈著,4,201,50.25
路德延著,4,695,173.75
李渤著,4,679,169.75
源幹曜著,4,320,80.0
宋齊丘著,4,507,126.75
劉斌著,4,298,74.5
李存勖著,4,269,67.25
紇幹著著,4,123,30.75
李吉甫著,4,252,63.0
胡玢著,4,165,41.25
沈廷瑞著,4,196,49.0
袁郊著,4,120,30.0
祝元膺著,4,106,26.5
沈如筠著,4,142,35.5
趙彥伯著,4,167,41.75
劉方平,4,176,44.0
韋述著,4,288,72.0
蘇頲,4,83,20.75
裴漼著,4,280,70.0
劉行敏著,3,118,39.333333333333336
畢耀著,3,171,57.0
張匯著,3,189,63.0
張敬忠著,3,78,26.0
李騭著,3,350,116.66666666666667
褚朝陽著,3,150,50.0
惟審著,3,158,52.666666666666664
捧劍僕著,3,103,34.333333333333336
張昌宗著,3,204,68.0
楊牢著,3,243,81.0
馬戴,3,96,32.0
鐘謨著,3,136,45.333333333333336
劉太真著,3,196,65.33333333333333
柳公綽著,3,132,44.0
張賈著,3,123,41.0
陳元光著,3,332,110.66666666666667
孫氏著,3,132,44.0
羅袞著,3,190,63.333333333333336
王表著,3,170,56.666666666666664
於鵠,3,428,142.66666666666666
竇參著,3,268,89.33333333333333
喬備著,3,138,46.0
張文規著,3,93,31.0
韋渠牟著,3,1040,346.6666666666667
紀唐夫著,3,174,58.0
鄭史著,3,148,49.333333333333336
裴諝著,3,278,92.66666666666667
範傳正著,3,216,72.0
陳通方著,3,264,88.0
張孜著,3,134,44.666666666666664
於濆,3,250,83.33333333333333
澹交著,3,134,44.666666666666664
寒山著,3,16116,5372.0
蘇廣文著,3,192,64.0
劉皂著,3,167,55.666666666666664
莊南傑,3,42,14.0
蔡京著,3,122,40.666666666666664
若虛著,3,186,62.0
李元紘著,3,164,54.666666666666664
顧在鎔著,3,160,53.333333333333336
韋夏卿著,3,166,55.333333333333336
潘孟陽著,3,168,56.0
許孟容著,3,148,49.333333333333336
張眾甫著,3,144,48.0
趙鴻著,3,93,31.0
錢鏐,3,128,42.666666666666664
盧頻著,3,90,30.0
王韞秀著,3,96,32.0
張薦著,3,136,45.333333333333336
崔知賢著,3,152,50.666666666666664
景雲著,3,120,40.0
元淳著,3,162,54.0
魏扶著,3,159,53.0
孫叔向著,3,96,32.0
丁澤著,3,213,71.0
韓滉著,3,128,42.666666666666664
林藻著,3,176,58.666666666666664
張立著,3,95,31.666666666666668
崔立之著,3,216,72.0
周瑀著,3,120,40.0
詹琲著,3,157,52.333333333333336
幹康著,3,91,30.333333333333332
鄭還古著,3,130,43.333333333333336
符載著,3,81,27.0
王丘著,3,270,90.0
黃頗著,3,200,66.66666666666667
徐昌圖著,3,194,64.66666666666667
韓休著,3,256,85.33333333333333
曇域著,3,158,52.666666666666664
朱晝著,3,206,68.66666666666667
趙征明著,3,189,63.0
西施著,3,102,34.0
任華著,3,1441,480.3333333333333
滕邁著,3,128,42.666666666666664
王軒著,3,103,34.333333333333336
陳嘉言著,3,144,48.0
黃巢著,3,104,34.666666666666664
眉娘著,3,106,35.333333333333336
關盼盼著,3,159,53.0
廉氏著,3,124,41.333333333333336
楊玢著,3,106,35.333333333333336
崔翹著,3,192,64.0
杜淹,3,200,66.66666666666667
崔子向著,3,120,40.0
伍唐珪著,3,136,45.333333333333336
鮑君徽,3,134,44.666666666666664
李昂2著,3,550,183.33333333333334
許宣平著,3,111,37.0
劉瑤著,3,157,52.333333333333336
宋之問,3,133,44.333333333333336
武瓘著,3,108,36.0
沈宇著,3,92,30.666666666666668
張仲方著,3,251,83.66666666666667
楊浚著,3,240,80.0
滕傳胤著,3,126,42.0
張萬頃著,3,142,47.333333333333336
崔玄亮著,3,106,35.333333333333336
鄭常著,3,144,48.0
劉猛著,3,121,40.333333333333336
盧拱著,3,131,43.666666666666664
上元夫人著,3,98,32.666666666666664
法照著,3,144,48.0
崔鶯鶯著,3,78,26.0
陳希烈著,3,192,64.0
趙光逢著,3,288,96.0
陳至著,3,153,51.0
宋昱著,3,285,95.0
辛弘智著,3,70,23.333333333333332
鄭良士著,3,176,58.666666666666664
張紘著,3,199,66.33333333333333
李回著,3,88,29.333333333333332
李暇著,3,173,57.666666666666664
平曾著,3,164,54.666666666666664
元晦著,3,326,108.66666666666667
白敏中著,3,163,54.333333333333336
周弘亮著,3,184,61.333333333333336
李林甫著,3,216,72.0
陸羽著,3,103,34.333333333333336
楊收著,3,67,22.333333333333332
郎大家宋氏,3,106,35.333333333333336
顏萱著,3,192,64.0
何兆著,3,81,27.0
李崇嗣著,3,66,22.0
李群玉,3,220,73.33333333333333
葉季良著,3,216,72.0
張白著,3,120,40.0
龍女著,3,95,31.666666666666668
李琪著,3,107,35.666666666666664
張琰著,3,139,46.333333333333336
楊敬之著,3,102,34.0
皇甫湜著,3,519,173.0
徐月英著,3,79,26.333333333333332
常楚老著,3,181,60.333333333333336
何光遠著,3,144,48.0
李百藥,3,128,42.666666666666664
王福娘著,3,102,34.0
李憕著,3,160,53.333333333333336
戴司顏著,3,101,33.666666666666664
王渙著,3,556,185.33333333333334
陳光著,3,144,48.0
知玄著,3,148,49.333333333333336
徐延壽著,3,209,69.66666666666667
劉媛著,3,126,42.0
員半千著,3,208,69.33333333333333
孫處玄著,3,67,22.333333333333332
劉綺莊著,3,140,46.666666666666664
李餘著,3,99,33.0
孫合著,3,179,59.666666666666664
李舜弦著,3,108,36.0
潘緯著,3,98,32.666666666666664
湛賁著,3,180,60.0
韋安石著,3,144,48.0
林傑著,3,81,27.0
馮涓著,3,141,47.0
尹懋著,3,180,60.0
劉雲著,3,112,37.333333333333336
韋璜著,3,126,42.0
李夢符著,3,154,51.333333333333336
元萬頃著,3,144,48.0
皇甫冉,3,120,40.0
陸海著,3,78,26.0
韋皋著,3,131,43.666666666666664
樓穎著,3,247,82.33333333333333
