folder,file,author,title,gender,n_chars
G1_宮怨詩,041_喬備_長門怨.txt,喬備,長門怨,男,40
G1_宮怨詩,042_喬知之_銅雀妓.txt,喬知之,銅雀妓,男,40
G1_宮怨詩,043_喬知之_銅雀妓.txt,喬知之,銅雀妓,男,40
G1_宮怨詩,044_喬知之_長信宮中樹.txt,喬知之,長信宮中樹,男,39
G1_宮怨詩,045_嚴識玄_班婕妤.txt,嚴識玄,班婕妤,,40
G1_宮怨詩,046_嚴識玄_班婕妤.txt,嚴識玄,班婕妤,,40
G1_宮怨詩,047_天寶宮人_題洛苑梧葉上.txt,天寶宮人,題洛苑梧葉上,女,20
G1_宮怨詩,048_孟浩然_長樂宮.txt,孟浩然,長樂宮,男,56
G1_宮怨詩,049_孟遲_宮人斜.txt,孟遲,宮人斜,男,28
G1_宮怨詩,050_孟遲_長信宮.txt,孟遲,長信宮,男,28
G1_宮怨詩,051_宣宗宮人_題紅葉.txt,宣宗宮人,題紅葉,女,20
G1_宮怨詩,052_岑參_長門怨.txt,岑參,長門怨,,40
G1_宮怨詩,053_岑參_長門怨.txt,岑參,長門怨,,40
G1_宮怨詩,054_崔國輔_怨詞二首.txt,崔國輔,怨詞二首,男,40
G1_宮怨詩,055_崔國輔_秦女卷衣.txt,崔國輔,秦女卷衣,男,20
G1_宮怨詩,056_崔國輔_長信草.txt,崔國輔,長信草,男,20
G1_宮怨詩,057_崔湜_婕妤怨.txt,崔湜,婕妤怨,男,40
G1_宮怨詩,058_崔湜_婕妤怨.txt,崔湜,婕妤怨,男,40
G1_宮怨詩,059_崔道融_班婕妤.txt,崔道融,班婕妤,男,20
G1_宮怨詩,060_崔道融_銅雀妓二首.txt,崔道融,銅雀妓二首,男,40
G1_宮怨詩,061_崔道融_長門怨.txt,崔道融,長門怨,男,20
G1_宮怨詩,062_崔道融_長門怨.txt,崔道融,長門怨,男,28
G1_宮怨詩,063_崔顥_七夕.txt,崔顥,七夕,男,56
G1_宮怨詩,064_崔顥_行路難.txt,崔顥,行路難,男,17
G1_宮怨詩,065_崔顥_行路難.txt,崔顥,行路難,男,143
G1_宮怨詩,066_崔顥_邯鄲宮人怨.txt,崔顥,邯鄲宮人怨,男,364
G1_宮怨詩,067_崔顥_長門怨.txt,崔顥,長門怨,男,40
G1_宮怨詩,068_左偃_漢宮詞.txt,左偃,漢宮詞,男,20
G1_宮怨詩,069_廖融_退宮妓.txt,廖融,退宮妓,,56
G1_宮怨詩,070_張仲素_思君恩.txt,張仲素,思君恩,男,20
G1_宮怨詩,071_張循之_長門怨.txt,張循之,長門怨,,40
G1_宮怨詩,072_張烜_婕妤怨.txt,張烜,婕妤怨,男,40
G1_宮怨詩,073_張烜_婕妤怨.txt,張烜,婕妤怨,男,40
G1_宮怨詩,074_張琰_銅雀台.txt,張琰,銅雀台,男?女?,38
G1_宮怨詩,075_張碧_古意.txt,張碧,古意,男,28
G1_宮怨詩,076_張祜_宮詞二首.txt,張祜,宮詞二首,男,40
G1_宮怨詩,077_張祜_折楊柳.txt,張祜,折楊柳,男,40
G1_宮怨詩,078_張祜_折楊柳.txt,張祜,折楊柳,男,40
G1_宮怨詩,079_張祜_折楊柳枝二首.txt,張祜,折楊柳枝二首,男,56
G1_宮怨詩,080_張祜_牆頭花二首.txt,張祜,牆頭花二首,男,40
G1_宮怨詩,081_張祜_贈內人.txt,張祜,贈內人,男,28
G1_宮怨詩,082_張祜_退宮人二首.txt,張祜,退宮人二首,,56
G1_宮怨詩,083_張祜_長門怨.txt,張祜,長門怨,男,28
G1_宮怨詩,084_張祜_長門怨.txt,張祜,長門怨,男,28
G1_宮怨詩,085_張籍_吳宮怨.txt,張籍,吳宮怨,男,98
G1_宮怨詩,086_張籍_宿山祠.txt,張籍,宿山祠,男,28
G1_宮怨詩,087_張籍_楚妃怨.txt,張籍,楚妃怨,男,28
G1_宮怨詩,088_張籍_白頭吟.txt,張籍,白頭吟,男,108
G1_宮怨詩,089_張籍_舊宮人.txt,張籍,舊宮人,男,40
G1_宮怨詩,090_張籍_送宮人入道.txt,張籍,送宮人入道,男,40
G1_宮怨詩,091_張籍_酬朱慶餘.txt,張籍,酬朱慶餘,,28
G1_宮怨詩,092_張籍_離宮怨.txt,張籍,離宮怨,男,28
G1_宮怨詩,093_張蠙_宮詞.txt,張蠙,宮詞,男,28
G1_宮怨詩,094_徐凝_上陽紅葉.txt,徐凝,上陽紅葉,男,28
G1_宮怨詩,095_徐凝_漢宮曲.txt,徐凝,漢宮曲,男,28
G1_宮怨詩,096_徐夤_上陽宮詞.txt,徐夤,上陽宮詞,,56
G1_宮怨詩,097_徐夤_李夫人二首.txt,徐夤,李夫人二首,男,56
G1_宮怨詩,098_徐彥伯_婕妤.txt,徐彥伯,婕妤,男,40
G1_宮怨詩,099_徐賢妃_長門怨.txt,徐賢妃,長門怨,女,40
G1_宮怨詩,100_徐賢妃_長門怨.txt,徐賢妃,長門怨,女,40
G1_宮怨詩,101_德宗宮人_題花葉詩.txt,德宗宮人,題花葉詩,女,20
G1_宮怨詩,102_戎昱_閨情.txt,戎昱,閨情,男,40
G1_宮怨詩,103_戴叔倫_宮詞.txt,戴叔倫,宮詞,,56
G1_宮怨詩,104_戴叔倫_後宮曲.txt,戴叔倫,後宮曲,男,20
G1_宮怨詩,105_戴叔倫_漢宮人入道.txt,戴叔倫,漢宮人入道,,56
G1_宮怨詩,106_戴叔倫_獨不見.txt,戴叔倫,獨不見,男,50
G1_宮怨詩,107_戴叔倫_獨不見.txt,戴叔倫,獨不見,男,50
G1_宮怨詩,108_戴叔倫_長門怨.txt,戴叔倫,長門怨,,40
G1_宮怨詩,109_戴叔倫_長門怨.txt,戴叔倫,長門怨,,40
G1_宮怨詩,110_施肩吾_帝宮詞.txt,施肩吾,帝宮詞,男,28
G1_宮怨詩,111_曹鄴_代班姬.txt,曹鄴,代班姬,男,70
G1_宮怨詩,112_曹鄴_恃寵.txt,曹鄴,恃寵,男,70
G1_宮怨詩,113_曹鄴_金井怨.txt,曹鄴,金井怨,男,20
G1_宮怨詩,114_朱光弼_銅雀妓.txt,朱光弼,銅雀妓,男,28
G1_宮怨詩,115_朱光弼_銅雀妓.txt,朱光弼,銅雀妓,男,20
G1_宮怨詩,116_朱慶餘_宮詞.txt,朱慶餘,宮詞,男,28
G1_宮怨詩,117_朱放_銅雀妓.txt,朱放,銅雀妓,男,20
G1_宮怨詩,118_朱放_銅雀妓.txt,朱放,銅雀妓,男,20
G1_宮怨詩,119_李中_宮詞二首.txt,李中,宮詞二首,男,56
G1_宮怨詩,120_李咸用_婕妤怨.txt,李咸用,婕妤怨,男,28
G1_宮怨詩,121_李商隱_促漏.txt,李商隱,促漏,男,56
G1_宮怨詩,122_李商隱_和韓錄事送宮人入道.txt,李商隱,和韓錄事送宮人入道,,56
G1_宮怨詩,123_李商隱_宮辭.txt,李商隱,宮辭,男,28
G1_宮怨詩,124_李商隱_效長吉.txt,李商隱,效長吉,男,30
G1_宮怨詩,125_李商隱_槿花.txt,李商隱,槿花,,28
G1_宮怨詩,126_李商隱_槿花二首.txt,李商隱,槿花二首,,80
G1_宮怨詩,127_李商隱_深宮.txt,李商隱,深宮,男,56
G1_宮怨詩,128_李建勳_宮詞.txt,李建勳,宮詞,,56
G1_宮怨詩,129_李建勳_宮詞.txt,李建勳,宮詞,,28
G1_宮怨詩,130_李白_中山孺子妾歌.txt,李白,中山孺子妾歌,男,32
G1_宮怨詩,131_李白_中山孺子妾歌.txt,李白,中山孺子妾歌,男,66
G1_宮怨詩,132_李白_古風.txt,李白,古風,,3750
G1_宮怨詩,133_李白_妾薄命.txt,李白,妾薄命,男,80
G1_宮怨詩,134_李白_妾薄命.txt,李白,妾薄命,男,80
G1_宮怨詩,135_李白_怨情.txt,李白,怨情,男,56
G1_宮怨詩,136_李白_怨情.txt,李白,怨情,男,20
G1_宮怨詩,137_李白_怨歌行.txt,李白,怨歌行,,90
G1_宮怨詩,138_李白_怨歌行.txt,李白,怨歌行,,90
G1_宮怨詩,139_李白_懼讒.txt,李白,懼讒,男,50
G1_宮怨詩,140_李白_玉階怨.txt,李白,玉階怨,男,20
G1_宮怨詩,141_李白_玉階怨.txt,李白,玉階怨,男,20
G1_宮怨詩,142_李白_長信宮.txt,李白,長信宮,男,40
G1_宮怨詩,143_李白_長門怨二首.txt,李白,長門怨二首,男,56
G1_宮怨詩,144_李白_長門怨二首.txt,李白,長門怨二首,男,56
G1_宮怨詩,145_李百藥_妾薄命.txt,李百藥,妾薄命,男,40
G1_宮怨詩,146_李百藥_妾薄命.txt,李百藥,妾薄命,男,40
G1_宮怨詩,147_李益_宮怨.txt,李益,宮怨,男,28
G1_宮怨詩,148_李益_宮怨.txt,李益,宮怨,男,28
G1_宮怨詩,149_李端_妾薄命.txt,李端,妾薄命,男,84
G1_宮怨詩,150_李端_妾薄命.txt,李端,妾薄命,男,20
G1_宮怨詩,151_李端_妾薄命三首.txt,李端,妾薄命三首,男,94
G1_宮怨詩,152_李端_長門怨.txt,李端,長門怨,,28
G1_宮怨詩,153_李華_長門怨.txt,李華,長門怨,男,40
G1_宮怨詩,154_李華_長門怨.txt,李華,長門怨,男,40
G1_宮怨詩,155_李賀_三月.txt,李賀,三月,男,70
G1_宮怨詩,156_李賀_三月過行宮.txt,李賀,三月過行宮,男,28
G1_宮怨詩,157_李賀_宮娃歌.txt,李賀,宮娃歌,,83
G1_宮怨詩,158_李賀_感諷五首.txt,李賀,感諷五首,男,310
G1_宮怨詩,159_李賀_感諷六首.txt,李賀,感諷六首,男,329
G1_宮怨詩,160_李賀_謠俗.txt,李賀,謠俗,男,40
G1_宮怨詩,161_李賀_馮小憐.txt,李賀,馮小憐,男,40
G1_宮怨詩,162_杜審言_賦得妾薄命.txt,杜審言,賦得妾薄命,男,40
G1_宮怨詩,163_杜牧_出宮人二首.txt,杜牧,出宮人二首,,56
G1_宮怨詩,164_杜牧_奉陵宮人.txt,杜牧,奉陵宮人,男,28
G1_宮怨詩,165_杜牧_宮人塚.txt,杜牧,宮人塚,男,28
G1_宮怨詩,166_杜牧_月.txt,杜牧,月,男,28
G1_宮怨詩,167_杜牧_洛中二首.txt,杜牧,洛中二首,男,56
G1_宮怨詩,168_杜牧_洛中監察病假滿，送韋楚老拾遺歸朝.txt,杜牧,洛中監察病假滿，送韋楚老拾遺歸朝,男,56
G1_宮怨詩,169_杜牧_洛中送冀處士東游.txt,杜牧,洛中送冀處士東游,男,310
G1_宮怨詩,170_杜牧_秋夕.txt,杜牧,秋夕,男,28
G1_宮怨詩,171_杜牧_秋夕有懷.txt,杜牧,秋夕有懷,男,40
G1_宮怨詩,172_杜牧_簾.txt,杜牧,簾,男,60
G1_宮怨詩,173_杜荀鶴_春宮怨.txt,杜荀鶴,春宮怨,男,40
G1_宮怨詩,174_杜荀鶴_春宮怨.txt,杜荀鶴,春宮怨,男,40
G1_宮怨詩,175_柯崇_宮怨.txt,柯崇,宮怨,男,56
G1_宮怨詩,176_柯崇_宮怨二首.txt,柯崇,宮怨二首,男,56
G1_宮怨詩,177_梁瓊_銅雀台.txt,梁瓊,銅雀台,女,40
G1_宮怨詩,178_楊巨源_月宮詞.txt,楊巨源,月宮詞,男,168
G1_宮怨詩,179_楊衡_長門怨.txt,楊衡,長門怨,男,42
G1_宮怨詩,180_權德輿_宮人斜絕句.txt,權德輿,宮人斜絕句,男,28
G1_宮怨詩,181_歐陽詹_銅雀妓.txt,歐陽詹,銅雀妓,男,30
G1_宮怨詩,182_歐陽詹_銅雀妓.txt,歐陽詹,銅雀妓,男,40
G1_宮怨詩,183_武后宮人_離別難.txt,武后宮人,離別難,女,40
G1_宮怨詩,184_段成式_漢宮詞二首.txt,段成式,漢宮詞二首,男,56
G1_宮怨詩,185_殷堯藩_宮人入道.txt,殷堯藩,宮人入道,,56
G1_宮怨詩,186_殷堯藩_宮詞.txt,殷堯藩,宮詞,男,56
G1_宮怨詩,187_殷堯藩_漢宮詞三首.txt,殷堯藩,漢宮詞三首,男,84
G1_宮怨詩,188_江妃_謝賜珍珠.txt,江妃,謝賜珍珠,女,28
G1_宮怨詩,189_汪遵_銅雀台.txt,汪遵,銅雀台,男,28
G1_宮怨詩,190_沈佺期_古歌.txt,沈佺期,古歌,男,12
G1_宮怨詩,191_沈佺期_古歌.txt,沈佺期,古歌,男,84
G1_宮怨詩,192_沈佺期_銅雀台.txt,沈佺期,銅雀台,男,40
G1_宮怨詩,193_沈佺期_長門怨.txt,沈佺期,長門怨,男,40
G1_宮怨詩,194_沈佺期_長門怨.txt,沈佺期,長門怨,男,40
G1_宮怨詩,195_沈佺期_鳳簫曲.txt,沈佺期,鳳簫曲,男,104
G1_宮怨詩,196_溫庭筠_楊柳八首.txt,溫庭筠,楊柳八首,男,224
G1_宮怨詩,197_溫庭筠_楊柳枝.txt,溫庭筠,楊柳枝,男,224
G1_宮怨詩,198_無名氏_長信宮.txt,無名氏,長信宮,,56
G1_宮怨詩,199_無名氏_長門.txt,無名氏,長門,,40
G1_宮怨詩,200_無名氏_雜詩.txt,無名氏,雜詩,,532
G1_宮怨詩,201_王勃_銅雀妓.txt,王勃,銅雀妓,男,40
G1_宮怨詩,202_王勃_銅雀妓二首.txt,王勃,銅雀妓二首,男,80
G1_宮怨詩,203_王建_古宮怨.txt,王建,古宮怨,男,28
G1_宮怨詩,204_王建_宮人斜.txt,王建,宮人斜,男,28
G1_宮怨詩,205_王建_宮詞一百首.txt,王建,宮詞一百首,,2856
G1_宮怨詩,206_王建_舊宮人.txt,王建,舊宮人,男,28
G1_宮怨詩,207_王建_送宮人入道.txt,王建,送宮人入道,,56
G1_宮怨詩,208_王建_銅雀台.txt,王建,銅雀台,男,93
G1_宮怨詩,209_王建_長門.txt,王建,長門,,28
G1_宮怨詩,210_王建_長門燭.txt,王建,長門燭,,28
G1_宮怨詩,211_王昌齡_春宮曲.txt,王昌齡,春宮曲,男,28
G1_宮怨詩,212_王昌齡_西宮春怨.txt,王昌齡,西宮春怨,男,28
G1_宮怨詩,213_王昌齡_西宮秋怨.txt,王昌齡,西宮秋怨,,28
G1_宮怨詩,214_王昌齡_長信秋詞五首.txt,王昌齡,長信秋詞五首,,140
G1_宮怨詩,215_王沈_婕妤怨.txt,王沈,婕妤怨,男,28
G1_宮怨詩,216_王沈_婕妤怨.txt,王沈,婕妤怨,男,28
G1_宮怨詩,217_王涯_宮詞三十首.txt,王涯,宮詞三十首,男,756
G1_宮怨詩,218_王涯_思君恩.txt,王涯,思君恩,男,20
G1_宮怨詩,219_王渙_惆悵詩十二首.txt,王渙,惆悵詩十二首,男,336
G1_宮怨詩,220_王無競_銅雀台.txt,王無競,銅雀台,男,14
G1_宮怨詩,221_王無競_銅雀台.txt,王無競,銅雀台,男,60
G1_宮怨詩,222_王維_班婕妤三首.txt,王維,班婕妤三首,,60
G1_宮怨詩,223_王維_班婕妤三首.txt,王維,班婕妤三首,,60
G1_宮怨詩,224_王翰_古蛾眉怨.txt,王翰,古蛾眉怨,男,283
G1_宮怨詩,225_王諲_後庭怨.txt,王諲,後庭怨,男,185
G1_宮怨詩,226_王諲_長信怨.txt,王諲,長信怨,男,40
G1_宮怨詩,227_王諲_長信怨.txt,王諲,長信怨,男,40
G1_宮怨詩,228_王貞白_折楊柳三首.txt,王貞白,折楊柳三首,,84
G1_宮怨詩,229_王貞白_長門怨二首.txt,王貞白,長門怨二首,,80
G1_宮怨詩,230_王適_銅雀妓.txt,王適,銅雀妓,男,40
G1_宮怨詩,231_王適_銅雀妓.txt,王適,銅雀妓,男,30
G1_宮怨詩,232_白居易_上陽白髮人－湣怨曠也.txt,白居易,上陽白髮人－湣怨曠也,男,268
G1_宮怨詩,233_白居易_太行路－借夫婦以諷君臣之不終也.txt,白居易,太行路－借夫婦以諷君臣之不終也,,182
G1_宮怨詩,234_白居易_後宮詞.txt,白居易,後宮詞,男,28
G1_宮怨詩,235_白居易_後宮詞.txt,白居易,後宮詞,男,28
G1_宮怨詩,236_白居易_怨詞.txt,白居易,怨詞,男,20
G1_宮怨詩,237_白居易_春題華陽觀.txt,白居易,春題華陽觀,,28
G1_宮怨詩,238_白居易_昭君怨.txt,白居易,昭君怨,男,14
G1_宮怨詩,239_白居易_昭君怨.txt,白居易,昭君怨,男,56
G1_宮怨詩,240_白居易_陵園妾－憐幽閉也.txt,白居易,陵園妾－憐幽閉也,,215
G1_宮怨詩,241_皇甫冉_婕妤怨.txt,皇甫冉,婕妤怨,男,40
G1_宮怨詩,242_皇甫冉_婕妤怨.txt,皇甫冉,婕妤怨,男,40
G1_宮怨詩,243_皇甫冉_婕妤春怨.txt,皇甫冉,婕妤春怨,男,20
G1_宮怨詩,244_皇甫冉_秋怨.txt,皇甫冉,秋怨,男,20
G1_宮怨詩,245_皎然_銅雀妓.txt,皎然,銅雀妓,男,20
G1_宮怨詩,246_皎然_銅雀妓.txt,皎然,銅雀妓,男,28
G1_宮怨詩,247_皎然_長門怨.txt,皎然,長門怨,男,28
G1_宮怨詩,248_皎然_長門怨.txt,皎然,長門怨,男,28
G1_宮怨詩,249_皮日休_古宮詞三首.txt,皮日休,古宮詞三首,男,60
G1_宮怨詩,250_盧汝弼_薄命妾.txt,盧汝弼,薄命妾,男,56
G1_宮怨詩,251_盧綸_過玉真公主影殿.txt,盧綸,過玉真公主影殿,,28
G1_宮怨詩,252_盧綸_長門怨.txt,盧綸,長門怨,男,20
G1_宮怨詩,253_盧綸_長門怨.txt,盧綸,長門怨,男,20
G1_宮怨詩,254_祖詠_古意二首.txt,祖詠,古意二首,男,140
G1_宮怨詩,255_竇鞏_宮人斜.txt,竇鞏,宮人斜,男,28
G1_宮怨詩,256_章碣_東都望幸.txt,章碣,東都望幸,男,28
G1_宮怨詩,257_羅鄴_上陽宮.txt,羅鄴,上陽宮,男,56
G1_宮怨詩,258_羅鄴_宮中二首.txt,羅鄴,宮中二首,男,56
G1_宮怨詩,259_羅隱_宮詞.txt,羅隱,宮詞,男,28
G1_宮怨詩,260_羅隱_銅雀台.txt,羅隱,銅雀台,男,40
G1_宮怨詩,261_羅隱_銅雀台.txt,羅隱,銅雀台,男,28
G1_宮怨詩,262_翁綬_婕妤怨.txt,翁綬,婕妤怨,男,14
G1_宮怨詩,263_翁綬_婕妤怨.txt,翁綬,婕妤怨,男,56
G1_宮怨詩,264_耿湋_長門怨.txt,耿湋,長門怨,男,20
G1_宮怨詩,265_胡曾_薄命妾.txt,胡曾,薄命妾,男,56
G1_宮怨詩,266_胡曾_銅雀台.txt,胡曾,銅雀台,男,28
G1_宮怨詩,267_花蕊夫人_宮詞.txt,花蕊夫人,宮詞,女,4396
G1_宮怨詩,268_蕭意_長門失寵.txt,蕭意,長門失寵,男,20
G1_宮怨詩,269_薛奇童_吳聲子夜歌.txt,薛奇童,吳聲子夜歌,男,20
G1_宮怨詩,270_薛奇童_楚宮詞二首.txt,薛奇童,楚宮詞二首,男,80
G1_宮怨詩,271_薛逢_宮詞.txt,薛逢,宮詞,男,56
G1_宮怨詩,272_虞世南_怨歌行.txt,虞世南,怨歌行,男,70
G1_宮怨詩,273_虞世南_怨歌行.txt,虞世南,怨歌行,男,70
G1_宮怨詩,274_袁暉_銅雀妓.txt,袁暉,銅雀妓,男,40
G1_宮怨詩,275_袁暉_銅雀妓.txt,袁暉,銅雀妓,男,40
G1_宮怨詩,276_袁暉_長門怨.txt,袁暉,長門怨,男,40
G1_宮怨詩,277_袁暉_長門怨.txt,袁暉,長門怨,男,40
G1_宮怨詩,278_裴交泰_長門怨.txt,裴交泰,長門怨,男,28
G1_宮怨詩,279_裴交泰_長門怨.txt,裴交泰,長門怨,男,28
G1_宮怨詩,280_許渾_經古行宮.txt,許渾,經古行宮,男,56
G1_宮怨詩,281_賈至_銅雀台.txt,賈至,銅雀台,男,34
G1_宮怨詩,282_賈至_銅雀台.txt,賈至,銅雀台,男,40
G1_宮怨詩,283_賈至_長門怨.txt,賈至,長門怨,男,40
G1_宮怨詩,284_趙嘏_宮烏棲.txt,趙嘏,宮烏棲,男,28
G1_宮怨詩,285_邵謁_漢宮井.txt,邵謁,漢宮井,男,28
G1_宮怨詩,286_鄭愔_銅雀妓.txt,鄭愔,銅雀妓,男,40
G1_宮怨詩,287_鄭錫_玉階怨.txt,鄭錫,玉階怨,男,40
G1_宮怨詩,288_鄭鏦_婕妤怨.txt,鄭鏦,婕妤怨,男,40
G1_宮怨詩,289_鄭鏦_玉階怨.txt,鄭鏦,玉階怨,男,40
G1_宮怨詩,290_錢珝_春恨三首.txt,錢珝,春恨三首,男,84
G1_宮怨詩,291_錢起_長信怨.txt,錢起,長信怨,男,56
G1_宮怨詩,292_長孫佐輔_古宮怨.txt,長孫佐輔,古宮怨,男,196
G1_宮怨詩,293_開元宮人_袍中詩.txt,開元宮人,袍中詩,,40
G1_宮怨詩,294_陳子昂_感遇詩三十八首.txt,陳子昂,感遇詩三十八首,男,1988
G1_宮怨詩,295_陳標_婕妤怨.txt,陳標,婕妤怨,男,56
G1_宮怨詩,296_陳陶_續古二十九首.txt,陳陶,續古二十九首,男,580
G1_宮怨詩,297_陸龜蒙_婕妤怨.txt,陸龜蒙,婕妤怨,男,40
G1_宮怨詩,298_陸龜蒙_婕妤怨.txt,陸龜蒙,婕妤怨,男,40
G1_宮怨詩,299_陸龜蒙_宮人斜.txt,陸龜蒙,宮人斜,男,28
G1_宮怨詩,300_雍裕之_宮人斜.txt,雍裕之,宮人斜,男,28
G1_宮怨詩,301_韋應物_送宮人入道.txt,韋應物,送宮人入道,,56
G1_宮怨詩,302_韋莊_宮怨.txt,韋莊,宮怨,男,56
G1_宮怨詩,303_韋莊_撫盈歌.txt,韋莊,撫盈歌,男,92
G1_宮怨詩,304_韓偓_宮詞.txt,韓偓,宮詞,男,28
G1_宮怨詩,305_韓偓_長信宮二首.txt,韓偓,長信宮二首,男,56
G1_宮怨詩,306_韓翃_漢宮曲二首.txt,韓翃,漢宮曲二首,男,40
G1_宮怨詩,307_韓翃_漢宮曲二首.txt,韓翃,漢宮曲二首,男,56
G1_宮怨詩,308_項斯_舊宮人.txt,項斯,舊宮人,,56
G1_宮怨詩,309_項斯_送宮人入道.txt,項斯,送宮人入道,男,56
G1_宮怨詩,310_顧況_宮詞.txt,顧況,宮詞,男,28
G1_宮怨詩,311_顧況_宮詞五首.txt,顧況,宮詞五首,男,140
G1_宮怨詩,312_顧況_葉上題詩從苑中流出.txt,顧況,葉上題詩從苑中流出,,28
G1_宮怨詩,313_顧非熊_銅雀妓.txt,顧非熊,銅雀妓,男,40
G1_宮怨詩,314_馬逢_宮詞二首.txt,馬逢,宮詞二首,男,56
G1_宮怨詩,315_高蟾_華清宮.txt,高蟾,華清宮,,28
G1_宮怨詩,316_高蟾_長信宮二首.txt,高蟾,長信宮二首,男,56
G1_宮怨詩,317_高蟾_長門怨.txt,高蟾,長門怨,男,56
G1_宮怨詩,318_高蟾_長門怨二首.txt,高蟾,長門怨二首,男,42
G1_宮怨詩,319_鮑溶_上陽宮月.txt,鮑溶,上陽宮月,男,56
G1_宮怨詩,320_鮑溶_章華宮行.txt,鮑溶,章華宮行,男,70
G1_宮怨詩,321_鮑溶_行路難.txt,鮑溶,行路難,,84
G2_女詩人,001_僖宗宮人_金鎖詩.txt,僖宗宮人,金鎖詩,,20
G2_女詩人,002_劉媛_句.txt,劉媛,句,,24
G2_女詩人,003_劉媛_送遠.txt,劉媛,送遠,,28
G2_女詩人,004_劉媛_長門怨.txt,劉媛,長門怨,,56
G2_女詩人,005_劉采春_囉嗊曲六首.txt,劉采春,囉嗊曲六首,,120
G2_女詩人,006_天寶宮人_又題.txt,天寶宮人,又題,,28
G2_女詩人,007_天寶宮人_題洛苑梧葉上.txt,天寶宮人,題洛苑梧葉上,,20
G2_女詩人,008_姚月華_制履贈楊達.txt,姚月華,制履贈楊達,,20
G2_女詩人,009_姚月華_怨詩寄楊達.txt,姚月華,怨詩寄楊達,,56
G2_女詩人,010_姚月華_怨詩效徐淑體.txt,姚月華,怨詩效徐淑體,,180
G2_女詩人,011_姚月華_有期不至.txt,姚月華,有期不至,,28
G2_女詩人,012_姚月華_楚妃怨.txt,姚月華,楚妃怨,,28
G2_女詩人,013_宣宗宮人_題紅葉.txt,宣宗宮人,題紅葉,,20
G2_女詩人,014_崔仲容_句.txt,崔仲容,句,,44
