字詞,詩人,詞頻
西山,李世民,1
山置,李世民,1
置酒,李世民,1
酒坐,李世民,1
坐飛,李世民,1
飛閣,李世民,1
閣采,李世民,1
采芙,李世民,1
芙蓉,李世民,1
蓉賦,李世民,1
得櫻,李世民,1
櫻桃,李世民,1
桃賦,李世民,2
得李,李世民,2
李賦,李世民,1
得浮,李世民,1
浮橋,李世民,1
橋謁,李世民,1
謁並,李世民,1
並州,李世民,1
州大,李世民,1
大興,李世民,1
興國,李世民,2
國寺,李世民,2
寺詩,李世民,1
詩詠,李世民,1
詠興,李世民,1
寺佛,李世民,1
佛殿,李世民,1
殿前,李世民,1
前幡,李世民,1
幡望,李世民,1
望送,李世民,1
送魏,李世民,1
魏徵,李世民,2
徵葬,李世民,1
葬傷,李世民,1
傷遼,李世民,1
遼東,李世民,2
東戰,李世民,1
戰亡,李世民,1
亡月,李世民,1
月晦,李世民,1
晦秋,李世民,1
日翠,李世民,1
翠微,李世民,1
微宮,李世民,1
宮初,李世民,1
初秋,李世民,1
秋夜,李世民,1
夜坐,李世民,1
坐秋,李世民,1
日二,李世民,1
首冬,李世民,1
冬宵,李世民,1
宵各,李世民,1
各為,李世民,1
為四,李世民,1
四韻,李世民,1
韻冬,李世民,1
冬日,李世民,1
臨昆,李世民,1
昆明,李世民,1
明池,李世民,1
池望,李世民,1
望雪,李世民,1
雪守,李世民,1
守歲,李世民,2
歲除,李世民,1
除夜,李世民,1
夜詠,李世民,1
雨賦,李世民,1
得含,李世民,1
含峰,李世民,1
峰雲,李世民,1
雲三,李世民,1
三層,李世民,1
層閣,李世民,1
閣上,李世民,1
上置,李世民,1
置音,李世民,1
音聲,李世民,1
聲遠,李世民,1
遠山,李世民,1
山澄,李世民,1
澄碧,李世民,1
碧霧,李世民,1
霧賦,李世民,1
得花,李世民,1
花庭,李世民,1
庭霧,李世民,1
霧春,李世民,1
春池,李世民,1
池柳,李世民,2
柳芳,李世民,1
芳蘭,李世民,1
蘭詠,李世民,1
詠桃,李世民,1
賦簾,李世民,1
簾詠,李世民,1
詠烏,李世民,1
烏代,李世民,1
代陳,李世民,1
陳師,李世民,1
師道,李世民,1
道詠,李世民,1
詠飲,李世民,1
馬賦,李世民,1
得殘,李世民,1
殘菊,李世民,1
菊賦,李世民,1
賦秋,李世民,1
日懸,李世民,1
懸清,李世民,1
清光,李世民,1
光賜,李世民,1
賜房,李世民,2
房玄,李世民,2
玄齡,李世民,2
齡琵,李世民,1
琵琶,李世民,1
琶宴,李世民,1
宴中,李世民,1
中山,李世民,1
山餞,李世民,1
餞中,李世民,1
中書,李世民,1
書侍,李世民,1
侍郎,李世民,1
郎來,李世民,1
來濟,李世民,1
濟於,李世民,1
於太,李世民,1
太原,李世民,1
原召,李世民,1
召侍,李世民,1
侍臣,李世民,1
臣賜,李世民,1
賜宴,李世民,1
宴守,李世民,1
歲詠,李世民,1
詠燭,李世民,1
燭二,李世民,1
首詠,李世民,1
詠弓,李世民,1
弓賦,李世民,1
得早,李世民,1
早雁,李世民,1
雁出,李世民,1
出雲,李世民,1
雲鳴,李世民,1
鳴賦,李世民,1
得臨,李世民,2
臨池,李世民,2
柳賦,李世民,1
池竹,李世民,1
竹賦,李世民,1
得弱,李世民,1
弱柳,李世民,1
柳鳴,李世民,1
鳴秋,李世民,1
秋蟬,李世民,1
蟬探,李世民,1
探得,李世民,1
李詠,李世民,1
詠小,李世民,1
小山,李世民,1
山賜,李世民,1
賜蕭,李世民,1
蕭瑀,李世民,1
瑀賜,李世民,1
齡遼,李世民,1
東山,李世民,1
山夜,李世民,1
夜臨,李世民,1
臨秋,李世民,1
秋賜,李世民,1
賜魏,李世民,1
徵詩,李世民,1
詩兩,李世民,1
兩儀,李世民,1
儀殿,李世民,1
殿賦,李世民,1
賦柏,李世民,1
柏梁,李世民,1
梁體,李世民,1
體句,李世民,1
句相,李世民,1
相和,李世民,1
和歌,李世民,1
歌辭,李世民,1
辭飲,李世民,1
七夕,李治,1
夕宴,李治,1
宴懸,李治,1
懸圃,李治,1
圃二,李治,1
二首,李治,1
首過,李治,1
過溫,李治,1
溫湯,李治,1
湯九,李治,1
九月,李治,1
月九,李治,1
九日,李治,1
日謁,李治,1
謁慈,李治,1
慈恩,李治,2
恩寺,李治,2
寺題,李治,1
題奘,李治,1
奘法,李治,1
法師,李治,1
師房,李治,1
房謁,李治,1
謁大,李治,1
大慈,李治,1
寺守,李治,1
守歲,李治,1
歲咸,李治,1
咸亨,李治,1
亨殿,李治,1
殿宴,李治,1
宴近,李治,1
近臣,李治,1
臣諸,李治,1
諸親,李治,1
親柏,李治,1
柏梁,李治,1
梁體,李治,1
九月,李顯,1
月九,李顯,1
九日,李顯,1
日幸,李顯,1
幸臨,李顯,1
臨渭,李顯,1
渭亭,李顯,1
亭登,李顯,1
登高,李顯,1
高得,李顯,1
得秋,李顯,1
秋字,李顯,1
字登,李顯,1
登驪,李顯,1
驪山,李顯,1
山高,李顯,1
高頂,李顯,1
頂寓,李顯,1
寓目,李顯,1
目幸,李顯,1
幸秦,李顯,1
秦始,李顯,1
始皇,李顯,1
皇陵,李顯,1
陵立,李顯,1
立春,李顯,1
春日,李顯,1
日遊,李顯,1
遊苑,李顯,1
苑迎,李顯,1
迎春,李顯,1
春十,李顯,1
十月,李顯,1
月誕,李顯,1
誕辰,李顯,1
辰內,李顯,1
內殿,李顯,1
殿宴,李顯,1
宴群,李顯,1
群臣,李顯,1
臣效,李顯,1
效柏,李顯,1
柏梁,李顯,2
梁體,李顯,2
體聯,李顯,2
聯句,李顯,2
句景,李顯,1
景龍,李顯,1
龍四,李顯,1
四年,李顯,1
年正,李顯,1
正月,李顯,1
月五,李顯,1
五日,李顯,1
日移,李顯,1
移仗,李顯,1
仗蓬,李顯,1
蓬萊,李顯,1
萊宮,李顯,1
宮御,李顯,1
御大,李顯,1
大明,李顯,1
明殿,李顯,1
殿會,李顯,1
會吐,李顯,1
吐蕃,李顯,1
蕃騎,李顯,1
騎馬,李顯,1
馬之,李顯,1
之戲,李顯,1
戲因,李顯,1
因重,李顯,1
重爲,李顯,1
爲柏,李顯,1
句石,李顯,1
石淙,李顯,1
石淙,李旦,1
淙戲,李旦,1
戲題,李旦,1
題畫,李旦,1
行次,李隆基,1
次成,李隆基,1
成皋,李隆基,1
皋途,李隆基,1
途經,李隆基,2
經先,李隆基,1
先聖,李隆基,1
聖擒,李隆基,1
擒建,李隆基,1
建德,李隆基,1
德之,李隆基,1
之所,李隆基,1
所緬,李隆基,1
緬思,李隆基,1
思功,李隆基,1
功業,李隆基,1
業感,李隆基,1
感而,李隆基,1
而賦,李隆基,1
賦詩,李隆基,3
詩校,李隆基,1
校獵,李隆基,1
獵義,李隆基,1
義成,李隆基,1
成喜,李隆基,1
喜逢,李隆基,1
逢大,李隆基,1
大雪,李隆基,1
雪率,李隆基,1
率題,李隆基,1
題九,李隆基,1
九韻,李隆基,1
韻以,李隆基,1
以示,李隆基,1
示群,李隆基,1
群官,李隆基,2
官賜,李隆基,1
賜諸,李隆基,1
諸州,李隆基,1
州刺,李隆基,1
刺史,李隆基,1
史以,李隆基,1
以題,李隆基,1
題座,李隆基,1
座右,李隆基,1
右送,李隆基,1
送忠,李隆基,1
忠州,李隆基,1
州太,李隆基,1
太守,李隆基,1
守康,李隆基,1
康昭,李隆基,1
昭遠,李隆基,1
遠等,李隆基,1
等端,李隆基,1
端午,李隆基,2
午三,李隆基,1
三殿,李隆基,1
殿宴,李隆基,1
宴群,李隆基,1
群臣,李隆基,4
臣探,李隆基,1
探得,李隆基,3
得神,李隆基,1
神字,李隆基,1
字溫,李隆基,1
溫湯,李隆基,1
湯對,李隆基,1
對雪,李隆基,1
雪登,李隆基,1
登蒲,李隆基,1
蒲州,李隆基,1
州逍,李隆基,1
逍遙,李隆基,1
遙樓,李隆基,1
樓經,李隆基,1
經河,李隆基,1
河上,李隆基,1
上公,李隆基,1
公廟,李隆基,1
廟過,李隆基,1
過王,李隆基,1
王濬,李隆基,1
濬墓,李隆基,1
墓初,李隆基,1
初入,李隆基,1
入秦,李隆基,1
秦川,李隆基,1
川路,李隆基,1
路逢,李隆基,1
逢寒,李隆基,1
寒食,李隆基,1
食春,李隆基,1
春臺,李隆基,1
臺望,李隆基,1
望過,李隆基,1
過大,李隆基,3
大哥,李隆基,3
哥宅,李隆基,1
宅探,李隆基,1
得歌,李隆基,1
歌字,李隆基,1
字韻,李隆基,1
韻同,李隆基,1
同玉,李隆基,1
玉真,李隆基,1
真公,李隆基,1
公主,李隆基,1
主過,李隆基,1
哥山,李隆基,2
山池,李隆基,2
池經,李隆基,1
經鄒,李隆基,1
鄒魯,李隆基,1
魯祭,李隆基,1
祭孔,李隆基,1
孔子,李隆基,1
子而,李隆基,1
而歎,李隆基,1
歎之,李隆基,1
之惟,李隆基,1
惟此,李隆基,1
此溫,李隆基,1
溫泉,李隆基,1
泉是,李隆基,1
是稱,李隆基,1
稱愈,李隆基,1
愈疾,李隆基,1
疾豈,李隆基,1
豈予,李隆基,1
予獨,李隆基,1
獨受,李隆基,1
受其,李隆基,1
其福,李隆基,1
福思,李隆基,1
思與,李隆基,1
與兆,李隆基,1
兆人,李隆基,1
人共,李隆基,1
共之,李隆基,1
之乗,李隆基,1
乗暇,李隆基,1
暇巡,李隆基,1
巡遊,李隆基,1
遊乃,李隆基,1
乃言,李隆基,1
言其,李隆基,1
其志,李隆基,1
志旋,李隆基,1
旋師,李隆基,1
師喜,李隆基,1
喜捷,李隆基,1
捷過,李隆基,1
過老,李隆基,1
老子,李隆基,1
子廟,李隆基,1
廟途,李隆基,1
途次,李隆基,2
次陝,李隆基,1
陝州,李隆基,1
州野,李隆基,1
野次,李隆基,1
次喜,李隆基,1
喜雪,李隆基,2
雪送,李隆基,1
送賀,李隆基,1
賀知,李隆基,1
知章,李隆基,1
章歸,李隆基,1
歸四,李隆基,1
四明,李隆基,1
明軒,李隆基,1
軒遊,李隆基,1
遊宮,李隆基,1
宮十,李隆基,1
十五,李隆基,1
五夜,李隆基,1
夜觀,李隆基,1
觀拔,李隆基,1
拔河,李隆基,1
河俗,李隆基,1
俗戲,李隆基,1
戲同,李隆基,1
同劉,李隆基,1
劉晃,李隆基,1
晃喜,李隆基,1
喜雨,李隆基,1
雨千,李隆基,1
千秋,李隆基,3
秋節,李隆基,3
節賜,李隆基,2
賜群,李隆基,2
臣鏡,李隆基,2
鏡賜,李隆基,1
賜道,李隆基,1
道士,李隆基,3
士鄧,李隆基,1
鄧紫,李隆基,1
紫陽,李隆基,1
陽幸,李隆基,1
幸蜀,李隆基,1
蜀西,李隆基,1
西至,李隆基,1
至劍,李隆基,1
劍門,李隆基,1
門答,李隆基,1
答司,李隆基,1
司馬,李隆基,2
馬承,李隆基,2
承禎,李隆基,2
禎上,李隆基,1
上劍,李隆基,1
劍鏡,李隆基,1
鏡送,李隆基,1
送趙,李隆基,1
趙法,李隆基,2
法師,李隆基,2
師還,李隆基,2
還蜀,李隆基,1
蜀因,李隆基,1
因名,李隆基,1
名山,李隆基,1
山奠,李隆基,1
奠簡,李隆基,1
簡送,李隆基,1
送道,李隆基,2
士薛,李隆基,1
薛季,李隆基,1
季昌,李隆基,1
昌還,李隆基,1
還山,李隆基,1
山送,李隆基,2
送玄,李隆基,1
玄同,李隆基,1
同真,李隆基,1
真人,李隆基,1
人李,李隆基,1
李抱,李隆基,1
抱朴,李隆基,1
朴謁,李隆基,1
謁灊,李隆基,1
灊山,李隆基,1
山仙,李隆基,1
仙祠,李隆基,1
祠春,李隆基,1
春日,李隆基,1
日出,李隆基,1
出苑,李隆基,1
苑遊,李隆基,1
遊矚,李隆基,1
矚春,李隆基,1
春晚,李隆基,1
晚宴,李隆基,1
宴兩,李隆基,1
兩相,李隆基,1
相及,李隆基,1
及禮,李隆基,1
禮官,李隆基,1
官麗,李隆基,1
麗正,李隆基,1
正殿,李隆基,1
殿學,李隆基,1
學士,李隆基,2
士探,李隆基,1
得風,李隆基,1
風字,李隆基,1
字首,李隆基,1
首夏,李隆基,1
夏花,李隆基,1
花萼,李隆基,1
萼樓,李隆基,1
樓觀,李隆基,1
觀群,李隆基,1
臣宴,李隆基,1
宴寧,李隆基,1
寧王,李隆基,1
王山,李隆基,1
山亭,李隆基,1
亭回,李隆基,1
回樓,李隆基,1
樓下,李隆基,1
下又,李隆基,1
又申,李隆基,1
申之,李隆基,1
之以,李隆基,1
以賞,李隆基,1
賞樂,李隆基,1
樂賦,李隆基,1
詩同,李隆基,1
同二,李隆基,1
二相,李隆基,1
相已,李隆基,1
已下,李隆基,1
下群,李隆基,1
官樂,李隆基,1
樂遊,李隆基,1
遊園,李隆基,1
園宴,李隆基,1
宴集,李隆基,1
集賢,李隆基,2
賢書,李隆基,1
書院,李隆基,1
院成,李隆基,1
成送,李隆基,1
送張,李隆基,2
張說,李隆基,3
說上,李隆基,1
上集,李隆基,1
賢學,李隆基,1
士賜,李隆基,1
賜宴,李隆基,1
宴得,李隆基,1
得珍,李隆基,1
珍字,李隆基,1
字王,李隆基,1
王屋,李隆基,1
屋山,李隆基,1
士司,李隆基,1
禎還,李隆基,1
還天,李隆基,1
天台,李隆基,1
台早,李隆基,1
早度,李隆基,1
度蒲,李隆基,1
蒲津,李隆基,1
津關,李隆基,1
關途,李隆基,1
經華,李隆基,1
華嶽,李隆基,1
嶽喜,李隆基,1
雪幸,李隆基,1
幸鳳,李隆基,1
鳳泉,李隆基,1
泉湯,李隆基,1
湯南,李隆基,1
南出,李隆基,1
出雀,李隆基,1
雀鼠,李隆基,1
鼠谷,李隆基,1
谷答,李隆基,1
答張,李隆基,1
說賜,李隆基,1
賜崔,李隆基,1
崔日,李隆基,1
日知,李隆基,1
知往,李隆基,1
往潞,李隆基,1
潞州,李隆基,1
州為,李隆基,1
為趙,李隆基,1
師別,李隆基,1
別造,李隆基,1
造精,李隆基,1
精院,李隆基,1
院過,李隆基,1
過院,李隆基,1
院賦,李隆基,1
詩端,李隆基,1
午春,李隆基,1
春中,李隆基,1
中興,李隆基,1
興慶,李隆基,2
慶宮,李隆基,2
宮酺,李隆基,1
酺宴,李隆基,1
宴千,李隆基,1
節宴,李隆基,1
宴左,李隆基,1
左丞,李隆基,1
丞相,李隆基,2
相說,李隆基,1
說右,李隆基,1
右丞,李隆基,1
相璟,李隆基,1
璟太,李隆基,1
太子,李隆基,1
子少,李隆基,1
少傅,李隆基,1
傅乾,李隆基,1
乾曜,李隆基,1
曜同,李隆基,1
同日,李隆基,1
日上,李隆基,1
上官,李隆基,1
官命,李隆基,1
命宴,李隆基,1
宴東,李隆基,1
東堂,李隆基,1
堂賜,李隆基,1
賜詩,李隆基,1
詩早,李隆基,1
早登,李隆基,1
登太,李隆基,1
太行,李隆基,1
行山,李隆基,1
山中,李隆基,1
中言,李隆基,1
言志,李隆基,1
志平,李隆基,1
平胡,李隆基,1
胡遊,李隆基,1
遊興,李隆基,1
宮作,李隆基,1
作送,李隆基,1
說巡,李隆基,1
巡邊,李隆基,2
邊餞,李隆基,1
餞王,李隆基,1
王晙,李隆基,1
晙巡,李隆基,1
邊巡,李隆基,1
巡省,李隆基,1
省途,李隆基,1
次上,李隆基,1
上黨,李隆基,1
黨舊,李隆基,1
舊宮,李隆基,1
宮賦,李隆基,1
賦潼,李隆基,1
潼關,李隆基,1
關口,李隆基,1
口號,李隆基,1
號千,李隆基,1
鏡續,李隆基,1
續薛,李隆基,1
薛令,李隆基,1
令之,李隆基,1
之題,李隆基,1
題壁,李隆基,1
壁送,李隆基,1
送胡,李隆基,1
胡真,李隆基,1
真師,李隆基,1
還西,李隆基,1
西山,李隆基,1
山過,李隆基,1
池題,李隆基,1
題石,李隆基,1
石壁,李隆基,1
壁題,李隆基,1
題梅,李隆基,1
梅妃,李隆基,1
妃畫,李隆基,1
畫真,李隆基,1
真鶺,李隆基,1
鶺鴒,李隆基,1
鴒頌,李隆基,1
頌傀,李隆基,1
傀儡,李隆基,1
儡吟,李隆基,1
吟句,李隆基,1
賜梨,李亨,1
梨李,李亨,1
李泌,李亨,1
泌與,李亨,1
與諸,李亨,1
諸王,李亨,1
王聯,李亨,1
聯句,李亨,1
中和,李適,3
和節,李適,3
節日,李適,1
日宴,李適,2
宴百,李適,2
百僚,李適,5
僚賜,李適,1
賜詩,李適,1
詩中,李適,1
節賜,李適,2
賜百,李適,2
百官,李適,1
官燕,李適,1
燕集,李適,1
集因,李適,1
因示,李適,3
示所,李適,1
所懷,李適,2
懷重,李適,1
重陽,李適,3
陽日,李適,3
日賜,李適,1
賜宴,李適,1
宴曲,李適,1
曲江,李適,1
江亭,李適,1
亭賦,李適,1
賦六,李適,1
六韻,李適,1
韻詩,李適,1
詩用,李適,1
用清,李適,1
清字,李適,1
字九,李適,1
九月,李適,1
月十,李適,2
十八,李適,1
八賜,李適,1
僚追,李適,1
追賞,李適,1
賞因,李適,1
因書,李適,1
書所,李適,1
懷送,李適,1
送徐,李適,1
徐州,李適,1
州張,李適,1
張建,李適,1
建封,李適,1
封還,李適,1
還鎮,李適,1
鎮麟,李適,1
麟德,李適,2
德殿,李適,2
殿宴,李適,1
僚元,李適,1
元日,李適,1
日退,李適,1
退朝,李適,1
朝觀,李適,1
觀軍,李適,1
軍仗,李適,1
仗歸,李適,1
歸營,李適,1
營中,李適,1
賜群,李適,1
群臣,李適,1
臣宴,李適,1
宴賦,李適,1
賦七,李適,1
七韻,李適,1
韻三,李適,1
三日,李適,1
日書,李適,1
書懷,李適,1
懷因,李適,1
示百,李適,1
僚重,李適,1
日中,李適,1
中外,李適,1
外同,李適,1
同歡,李適,1
歡以,李適,1
以詩,李適,1
詩言,李適,1
言志,李適,1
志因,李適,1
示群,李適,1
群官,李適,1
官重,李適,1
日即,李適,1
即事,李適,1
事豐,李適,1
豐年,李適,1
年多,李適,1
多慶,李適,1
慶九,李適,1
九日,李適,4
日示,李適,1
示懷,李適,1
懷七,李適,1
七月,李適,1
十五,李適,1
五日,李適,1
日題,李適,1
題章,李適,1
章敬,李適,1
敬寺,李適,1
寺中,李適,1
中春,李適,1
春麟,李適,1
殿會,李適,1
會百,李適,1
僚觀,李適,1
觀新,李適,1
新樂,李適,1
樂詩,李適,1
詩一,李適,1
一章,李適,1
章章,李適,1
章十,李適,1
十六,李適,1
六句,李適,1
句九,李適,1
日絕,李適,1
絕句,李適,1
句答,李適,1
答宋,李適,1
宋十,李適,1
十一,李適,1
一崖,李適,1
崖口,李適,1
口五,李適,1
五渡,李適,1
渡見,李適,1
見贈,李適,1
贈餞,李適,1
餞許,李適,1
許州,李適,1
州宋,李適,1
宋司,李適,1
司馬,李適,1
馬赴,李適,1
赴任,李適,2
任奉,李適,1
奉和,李適,6
和聖,李適,1
聖制,李適,1
制九,李適,1
日侍,李適,1
侍宴,李適,4
宴應,李適,1
應制,李適,10
制得,李適,1
得高,李適,1
高字,李適,1
字游,李適,1
游禁,李適,1
禁苑,李適,1
苑幸,李適,1
幸臨,李適,1
臨渭,李適,1
渭亭,李適,1
亭遇,李適,1
遇雪,李適,1
雪應,李適,1
制奉,李適,4
和九,李適,1
日登,李適,1
登慈,李適,1
慈恩,李適,1
恩寺,李適,1
寺浮,李適,1
浮圖,李適,1
圖應,李適,1
制侍,李適,3
宴長,李適,1
長寧,李適,1
寧公,李適,1
公主,李適,5
主東,李適,1
東莊,李適,1
莊應,李適,2
和送,李適,1
送金,李適,1
金城,李適,1
城公,李適,1
主適,李適,1
適西,李適,1
西蕃,李適,1
蕃應,李適,1
制安,李適,1
安樂,李適,3
樂公,李適,3
主移,李適,1
移入,李適,1
入新,李適,1
新宅,李適,2
宅奉,李適,1
和幸,李適,1
幸望,李適,2
望春,李適,2
春宮,李適,2
宮送,李適,1
送朔,李適,1
朔方,李適,1
方軍,李適,1
軍大,李適,1
大總,李適,1
總管,李適,1
管張,李適,1
張仁,李適,1
仁亶,李適,1
亶人,李適,1
人日,李適,1
宴大,李適,1
大明,李適,1
明宮,李適,1
宮恩,李適,1
恩賜,李適,1
賜彩,李適,1
彩縷,李適,1
縷人,李適,1
人勝,李適,1
勝應,李適,1
和春,李適,1
春日,李適,1
日幸,李適,1
宮應,李適,1
和立,李適,1
立春,李適,1
春遊,李適,1
遊苑,李適,1
苑迎,李適,1
迎春,李適,1
春帝,李適,1
帝幸,李適,1
幸興,李適,1
興慶,李適,1
慶池,李適,1
池戲,李適,1
戲競,李適,1
競渡,李適,1
渡應,李適,1
宴安,李適,2
主莊,李適,1
主新,李適,1
宅應,李適,1
制餞,李適,1
餞唐,李適,1
唐永,李適,1
永昌,李適,1
昌赴,李適,1
任東,李適,1
東都,李適,1
暮春,李昂1,1
春喜,李昂1,1
喜雨,李昂1,1
雨詩,李昂1,1
詩題,李昂1,1
題程,李昂1,1
程修,李昂1,1
修己,李昂1,1
己竹,李昂1,1
竹障,李昂1,1
障宮,李昂1,1
宮中,李昂1,1
中題,李昂1,1
題上,李昂1,1
上巳,李昂1,1
巳日,李昂1,1
日賜,李昂1,1
賜裴,李昂1,1
裴度,李昂1,1
度上,李昂1,1
上元,李昂1,1
元日,李昂1,1
日二,李昂1,1
二首,李昂1,1
首夏,李昂1,1
夏日,李昂1,1
日聯,李昂1,1
聯句,李昂1,1
百丈,李忱,1
丈山,李忱,1
山吊,李忱,1
吊白,李忱,1
白居,李忱,1
居易,李忱,1
易幸,李忱,1
幸華,李忱,1
華嚴,李忱,1
嚴寺,李忱,1
寺重,李忱,1
重陽,李忱,1
陽錫,李忱,1
錫宴,李忱,1
宴群,李忱,1
群臣,李忱,1
臣題,李忱,1
題涇,李忱,1
涇縣,李忱,1
縣水,李忱,1
水西,李忱,1
西寺,李忱,1
寺瀑,李忱,1
瀑布,李忱,1
布聯,李忱,1
聯句,李忱,1
句句,李忱,1
曳鼎,武則天,1
鼎歌,武則天,1
歌唐,武則天,2
唐享,武則天,12
享昊,武則天,12
昊天,武則天,12
天樂,武則天,12
樂第,武則天,12
第一,武則天,1
一唐,武則天,2
第二,武則天,1
二唐,武則天,2
第三,武則天,1
三唐,武則天,1
第四,武則天,1
四唐,武則天,1
第五,武則天,1
五唐,武則天,1
第六,武則天,1
六唐,武則天,1
第七,武則天,1
七唐,武則天,1
第八,武則天,1
八唐,武則天,1
第九,武則天,1
九唐,武則天,1
第十,武則天,3
十唐,武則天,1
十一,武則天,1
十二,武則天,1
唐明,武則天,11
明堂,武則天,11
堂樂,武則天,11
樂章,武則天,24
章外,武則天,1
外辦,武則天,1
辦將,武則天,1
將出,武則天,1
出唐,武則天,1
章皇,武則天,2
皇帝,武則天,1
帝行,武則天,1
行唐,武則天,1
皇嗣,武則天,1
嗣出,武則天,1
出入,武則天,1
入升,武則天,1
升降,武則天,1
降唐,武則天,1
章迎,武則天,1
迎送,武則天,1
送王,武則天,1
王公,武則天,1
公唐,武則天,1
章登,武則天,1
登歌,武則天,1
章配,武則天,1
配饗,武則天,1
饗唐,武則天,1
章宮,武則天,1
宮音,武則天,1
音唐,武則天,5
章角,武則天,1
角音,武則天,1
章征,武則天,1
征音,武則天,1
章商,武則天,1
商音,武則天,1
章羽,武則天,1
羽音,武則天,1
唐大,武則天,13
大饗,武則天,13
饗拜,武則天,13
拜洛,武則天,14
洛樂,武則天,13
章昭,武則天,2
昭和,武則天,2
和唐,武則天,11
章致,武則天,1
致和,武則天,1
章咸,武則天,1
咸和,武則天,1
章九,武則天,1
九和,武則天,1
章拜,武則天,1
洛唐,武則天,1
章敬,武則天,1
敬和,武則天,1
章齊,武則天,1
齊和,武則天,1
章德,武則天,1
德和,武則天,1
章禋,武則天,1
禋和,武則天,1
章通,武則天,1
通和,武則天,1
章歸,武則天,2
歸和,武則天,2
和早,武則天,1
早春,武則天,1
春夜,武則天,1
夜宴,武則天,1
宴游,武則天,1
游九,武則天,1
九龍,武則天,1
龍潭,武則天,1
潭贈,武則天,1
贈胡,武則天,1
胡天,武則天,1
天師,武則天,1
師從,武則天,1
從駕,武則天,1
駕幸,武則天,1
幸少,武則天,1
少林,武則天,1
林寺,武則天,1
寺石,武則天,1
石淙,武則天,1
淙臘,武則天,1
臘日,武則天,1
日宣,武則天,1
宣詔,武則天,1
詔幸,武則天,1
幸上,武則天,1
上苑,武則天,1
苑如,武則天,1
如意,武則天,2
意娘,武則天,2
娘制,武則天,1
制袍,武則天,1
袍字,武則天,1
字賜,武則天,1
賜狄,武則天,1
狄仁,武則天,1
仁傑,武則天,1
傑雜,武則天,1
雜曲,武則天,1
曲歌,武則天,1
