字詞,詩人,詞頻
房玄齡遼東山,李世民,1
玄齡遼東山夜,李世民,1
齡遼東山夜臨,李世民,1
遼東山夜臨秋,李世民,1
東山夜臨秋賜,李世民,1
山夜臨秋賜魏,李世民,1
夜臨秋賜魏徵,李世民,1
臨秋賜魏徵詩,李世民,1
秋賜魏徵詩兩,李世民,1
賜魏徵詩兩儀,李世民,1
魏徵詩兩儀殿,李世民,1
徵詩兩儀殿賦,李世民,1
詩兩儀殿賦柏,李世民,1
兩儀殿賦柏梁,李世民,1
儀殿賦柏梁體,李世民,1
殿賦柏梁體句,李世民,1
賦柏梁體句相,李世民,1
柏梁體句相和,李世民,1
梁體句相和歌,李世民,1
體句相和歌辭,李世民,1
句相和歌辭飲,李世民,1
相和歌辭飲馬,李世民,1
和歌辭飲馬長,李世民,1
歌辭飲馬長城,李世民,1
辭飲馬長城窟,李世民,1
七夕宴懸圃二,李治,1
夕宴懸圃二首,李治,1
宴懸圃二首過,李治,1
懸圃二首過溫,李治,1
圃二首過溫湯,李治,1
二首過溫湯九,李治,1
首過溫湯九月,李治,1
過溫湯九月九,李治,1
溫湯九月九日,李治,1
湯九月九日謁,李治,1
九月九日謁慈,李治,1
月九日謁慈恩,李治,1
九日謁慈恩寺,李治,1
日謁慈恩寺題,李治,1
謁慈恩寺題奘,李治,1
慈恩寺題奘法,李治,1
恩寺題奘法師,李治,1
寺題奘法師房,李治,1
題奘法師房謁,李治,1
奘法師房謁大,李治,1
法師房謁大慈,李治,1
師房謁大慈恩,李治,1
房謁大慈恩寺,李治,1
謁大慈恩寺守,李治,1
大慈恩寺守歲,李治,1
慈恩寺守歲咸,李治,1
恩寺守歲咸亨,李治,1
寺守歲咸亨殿,李治,1
守歲咸亨殿宴,李治,1
歲咸亨殿宴近,李治,1
咸亨殿宴近臣,李治,1
亨殿宴近臣諸,李治,1
殿宴近臣諸親,李治,1
宴近臣諸親柏,李治,1
近臣諸親柏梁,李治,1
臣諸親柏梁體,李治,1
九月九日幸臨,李顯,1
月九日幸臨渭,李顯,1
九日幸臨渭亭,李顯,1
日幸臨渭亭登,李顯,1
幸臨渭亭登高,李顯,1
臨渭亭登高得,李顯,1
渭亭登高得秋,李顯,1
亭登高得秋字,李顯,1
登高得秋字登,李顯,1
高得秋字登驪,李顯,1
得秋字登驪山,李顯,1
秋字登驪山高,李顯,1
字登驪山高頂,李顯,1
登驪山高頂寓,李顯,1
驪山高頂寓目,李顯,1
山高頂寓目幸,李顯,1
高頂寓目幸秦,李顯,1
頂寓目幸秦始,李顯,1
寓目幸秦始皇,李顯,1
目幸秦始皇陵,李顯,1
幸秦始皇陵立,李顯,1
秦始皇陵立春,李顯,1
始皇陵立春日,李顯,1
皇陵立春日遊,李顯,1
陵立春日遊苑,李顯,1
立春日遊苑迎,李顯,1
春日遊苑迎春,李顯,1
日遊苑迎春十,李顯,1
遊苑迎春十月,李顯,1
苑迎春十月誕,李顯,1
迎春十月誕辰,李顯,1
春十月誕辰內,李顯,1
十月誕辰內殿,李顯,1
月誕辰內殿宴,李顯,1
誕辰內殿宴群,李顯,1
辰內殿宴群臣,李顯,1
內殿宴群臣效,李顯,1
殿宴群臣效柏,李顯,1
宴群臣效柏梁,李顯,1
群臣效柏梁體,李顯,1
臣效柏梁體聯,李顯,1
效柏梁體聯句,李顯,1
柏梁體聯句景,李顯,1
梁體聯句景龍,李顯,1
體聯句景龍四,李顯,1
聯句景龍四年,李顯,1
句景龍四年正,李顯,1
景龍四年正月,李顯,1
龍四年正月五,李顯,1
四年正月五日,李顯,1
年正月五日移,李顯,1
正月五日移仗,李顯,1
月五日移仗蓬,李顯,1
五日移仗蓬萊,李顯,1
日移仗蓬萊宮,李顯,1
移仗蓬萊宮御,李顯,1
仗蓬萊宮御大,李顯,1
蓬萊宮御大明,李顯,1
萊宮御大明殿,李顯,1
宮御大明殿會,李顯,1
御大明殿會吐,李顯,1
大明殿會吐蕃,李顯,1
明殿會吐蕃騎,李顯,1
殿會吐蕃騎馬,李顯,1
會吐蕃騎馬之,李顯,1
吐蕃騎馬之戲,李顯,1
蕃騎馬之戲因,李顯,1
騎馬之戲因重,李顯,1
馬之戲因重爲,李顯,1
之戲因重爲柏,李顯,1
戲因重爲柏梁,李顯,1
因重爲柏梁體,李顯,1
重爲柏梁體聯,李顯,1
爲柏梁體聯句,李顯,1
柏梁體聯句石,李顯,1
梁體聯句石淙,李顯,1
行次成皋途經,李隆基,1
次成皋途經先,李隆基,1
成皋途經先聖,李隆基,1
皋途經先聖擒,李隆基,1
途經先聖擒建,李隆基,1
經先聖擒建德,李隆基,1
先聖擒建德之,李隆基,1
聖擒建德之所,李隆基,1
擒建德之所緬,李隆基,1
建德之所緬思,李隆基,1
德之所緬思功,李隆基,1
之所緬思功業,李隆基,1
所緬思功業感,李隆基,1
緬思功業感而,李隆基,1
思功業感而賦,李隆基,1
功業感而賦詩,李隆基,1
業感而賦詩校,李隆基,1
感而賦詩校獵,李隆基,1
而賦詩校獵義,李隆基,1
賦詩校獵義成,李隆基,1
詩校獵義成喜,李隆基,1
校獵義成喜逢,李隆基,1
獵義成喜逢大,李隆基,1
義成喜逢大雪,李隆基,1
成喜逢大雪率,李隆基,1
喜逢大雪率題,李隆基,1
逢大雪率題九,李隆基,1
大雪率題九韻,李隆基,1
雪率題九韻以,李隆基,1
率題九韻以示,李隆基,1
題九韻以示群,李隆基,1
九韻以示群官,李隆基,1
韻以示群官賜,李隆基,1
以示群官賜諸,李隆基,1
示群官賜諸州,李隆基,1
群官賜諸州刺,李隆基,1
官賜諸州刺史,李隆基,1
賜諸州刺史以,李隆基,1
諸州刺史以題,李隆基,1
州刺史以題座,李隆基,1
刺史以題座右,李隆基,1
史以題座右送,李隆基,1
以題座右送忠,李隆基,1
題座右送忠州,李隆基,1
座右送忠州太,李隆基,1
右送忠州太守,李隆基,1
送忠州太守康,李隆基,1
忠州太守康昭,李隆基,1
州太守康昭遠,李隆基,1
太守康昭遠等,李隆基,1
守康昭遠等端,李隆基,1
康昭遠等端午,李隆基,1
昭遠等端午三,李隆基,1
遠等端午三殿,李隆基,1
等端午三殿宴,李隆基,1
端午三殿宴群,李隆基,1
午三殿宴群臣,李隆基,1
三殿宴群臣探,李隆基,1
殿宴群臣探得,李隆基,1
宴群臣探得神,李隆基,1
群臣探得神字,李隆基,1
臣探得神字溫,李隆基,1
探得神字溫湯,李隆基,1
得神字溫湯對,李隆基,1
神字溫湯對雪,李隆基,1
字溫湯對雪登,李隆基,1
溫湯對雪登蒲,李隆基,1
湯對雪登蒲州,李隆基,1
對雪登蒲州逍,李隆基,1
雪登蒲州逍遙,李隆基,1
登蒲州逍遙樓,李隆基,1
蒲州逍遙樓經,李隆基,1
州逍遙樓經河,李隆基,1
逍遙樓經河上,李隆基,1
遙樓經河上公,李隆基,1
樓經河上公廟,李隆基,1
經河上公廟過,李隆基,1
河上公廟過王,李隆基,1
上公廟過王濬,李隆基,1
公廟過王濬墓,李隆基,1
廟過王濬墓初,李隆基,1
過王濬墓初入,李隆基,1
王濬墓初入秦,李隆基,1
濬墓初入秦川,李隆基,1
墓初入秦川路,李隆基,1
初入秦川路逢,李隆基,1
入秦川路逢寒,李隆基,1
秦川路逢寒食,李隆基,1
川路逢寒食春,李隆基,1
路逢寒食春臺,李隆基,1
逢寒食春臺望,李隆基,1
寒食春臺望過,李隆基,1
食春臺望過大,李隆基,1
春臺望過大哥,李隆基,1
臺望過大哥宅,李隆基,1
望過大哥宅探,李隆基,1
過大哥宅探得,李隆基,1
大哥宅探得歌,李隆基,1
哥宅探得歌字,李隆基,1
宅探得歌字韻,李隆基,1
探得歌字韻同,李隆基,1
得歌字韻同玉,李隆基,1
歌字韻同玉真,李隆基,1
字韻同玉真公,李隆基,1
韻同玉真公主,李隆基,1
同玉真公主過,李隆基,1
玉真公主過大,李隆基,1
真公主過大哥,李隆基,1
公主過大哥山,李隆基,1
主過大哥山池,李隆基,1
過大哥山池經,李隆基,1
大哥山池經鄒,李隆基,1
哥山池經鄒魯,李隆基,1
山池經鄒魯祭,李隆基,1
池經鄒魯祭孔,李隆基,1
經鄒魯祭孔子,李隆基,1
鄒魯祭孔子而,李隆基,1
魯祭孔子而歎,李隆基,1
祭孔子而歎之,李隆基,1
孔子而歎之惟,李隆基,1
子而歎之惟此,李隆基,1
而歎之惟此溫,李隆基,1
歎之惟此溫泉,李隆基,1
之惟此溫泉是,李隆基,1
惟此溫泉是稱,李隆基,1
此溫泉是稱愈,李隆基,1
溫泉是稱愈疾,李隆基,1
泉是稱愈疾豈,李隆基,1
是稱愈疾豈予,李隆基,1
稱愈疾豈予獨,李隆基,1
愈疾豈予獨受,李隆基,1
疾豈予獨受其,李隆基,1
豈予獨受其福,李隆基,1
予獨受其福思,李隆基,1
獨受其福思與,李隆基,1
受其福思與兆,李隆基,1
其福思與兆人,李隆基,1
福思與兆人共,李隆基,1
思與兆人共之,李隆基,1
與兆人共之乗,李隆基,1
兆人共之乗暇,李隆基,1
人共之乗暇巡,李隆基,1
共之乗暇巡遊,李隆基,1
之乗暇巡遊乃,李隆基,1
乗暇巡遊乃言,李隆基,1
暇巡遊乃言其,李隆基,1
巡遊乃言其志,李隆基,1
遊乃言其志旋,李隆基,1
乃言其志旋師,李隆基,1
言其志旋師喜,李隆基,1
其志旋師喜捷,李隆基,1
志旋師喜捷過,李隆基,1
旋師喜捷過老,李隆基,1
師喜捷過老子,李隆基,1
喜捷過老子廟,李隆基,1
捷過老子廟途,李隆基,1
過老子廟途次,李隆基,1
老子廟途次陝,李隆基,1
子廟途次陝州,李隆基,1
廟途次陝州野,李隆基,1
途次陝州野次,李隆基,1
次陝州野次喜,李隆基,1
陝州野次喜雪,李隆基,1
州野次喜雪送,李隆基,1
野次喜雪送賀,李隆基,1
次喜雪送賀知,李隆基,1
喜雪送賀知章,李隆基,1
雪送賀知章歸,李隆基,1
送賀知章歸四,李隆基,1
賀知章歸四明,李隆基,1
知章歸四明軒,李隆基,1
章歸四明軒遊,李隆基,1
歸四明軒遊宮,李隆基,1
四明軒遊宮十,李隆基,1
明軒遊宮十五,李隆基,1
軒遊宮十五夜,李隆基,1
遊宮十五夜觀,李隆基,1
宮十五夜觀拔,李隆基,1
十五夜觀拔河,李隆基,1
五夜觀拔河俗,李隆基,1
夜觀拔河俗戲,李隆基,1
觀拔河俗戲同,李隆基,1
拔河俗戲同劉,李隆基,1
河俗戲同劉晃,李隆基,1
俗戲同劉晃喜,李隆基,1
戲同劉晃喜雨,李隆基,1
同劉晃喜雨千,李隆基,1
劉晃喜雨千秋,李隆基,1
晃喜雨千秋節,李隆基,1
喜雨千秋節賜,李隆基,1
雨千秋節賜群,李隆基,1
千秋節賜群臣,李隆基,2
秋節賜群臣鏡,李隆基,2
節賜群臣鏡賜,李隆基,1
賜群臣鏡賜道,李隆基,1
群臣鏡賜道士,李隆基,1
臣鏡賜道士鄧,李隆基,1
鏡賜道士鄧紫,李隆基,1
賜道士鄧紫陽,李隆基,1
道士鄧紫陽幸,李隆基,1
士鄧紫陽幸蜀,李隆基,1
鄧紫陽幸蜀西,李隆基,1
紫陽幸蜀西至,李隆基,1
陽幸蜀西至劍,李隆基,1
幸蜀西至劍門,李隆基,1
蜀西至劍門答,李隆基,1
西至劍門答司,李隆基,1
至劍門答司馬,李隆基,1
劍門答司馬承,李隆基,1
門答司馬承禎,李隆基,1
答司馬承禎上,李隆基,1
司馬承禎上劍,李隆基,1
馬承禎上劍鏡,李隆基,1
承禎上劍鏡送,李隆基,1
禎上劍鏡送趙,李隆基,1
上劍鏡送趙法,李隆基,1
劍鏡送趙法師,李隆基,1
鏡送趙法師還,李隆基,1
送趙法師還蜀,李隆基,1
趙法師還蜀因,李隆基,1
法師還蜀因名,李隆基,1
師還蜀因名山,李隆基,1
還蜀因名山奠,李隆基,1
蜀因名山奠簡,李隆基,1
因名山奠簡送,李隆基,1
名山奠簡送道,李隆基,1
山奠簡送道士,李隆基,1
奠簡送道士薛,李隆基,1
簡送道士薛季,李隆基,1
送道士薛季昌,李隆基,1
道士薛季昌還,李隆基,1
士薛季昌還山,李隆基,1
薛季昌還山送,李隆基,1
季昌還山送玄,李隆基,1
昌還山送玄同,李隆基,1
還山送玄同真,李隆基,1
山送玄同真人,李隆基,1
送玄同真人李,李隆基,1
玄同真人李抱,李隆基,1
同真人李抱朴,李隆基,1
真人李抱朴謁,李隆基,1
人李抱朴謁灊,李隆基,1
李抱朴謁灊山,李隆基,1
抱朴謁灊山仙,李隆基,1
朴謁灊山仙祠,李隆基,1
謁灊山仙祠春,李隆基,1
灊山仙祠春日,李隆基,1
山仙祠春日出,李隆基,1
仙祠春日出苑,李隆基,1
祠春日出苑遊,李隆基,1
春日出苑遊矚,李隆基,1
日出苑遊矚春,李隆基,1
出苑遊矚春晚,李隆基,1
苑遊矚春晚宴,李隆基,1
遊矚春晚宴兩,李隆基,1
矚春晚宴兩相,李隆基,1
春晚宴兩相及,李隆基,1
晚宴兩相及禮,李隆基,1
宴兩相及禮官,李隆基,1
兩相及禮官麗,李隆基,1
相及禮官麗正,李隆基,1
及禮官麗正殿,李隆基,1
禮官麗正殿學,李隆基,1
官麗正殿學士,李隆基,1
麗正殿學士探,李隆基,1
正殿學士探得,李隆基,1
殿學士探得風,李隆基,1
學士探得風字,李隆基,1
士探得風字首,李隆基,1
探得風字首夏,李隆基,1
得風字首夏花,李隆基,1
風字首夏花萼,李隆基,1
字首夏花萼樓,李隆基,1
首夏花萼樓觀,李隆基,1
夏花萼樓觀群,李隆基,1
花萼樓觀群臣,李隆基,1
萼樓觀群臣宴,李隆基,1
樓觀群臣宴寧,李隆基,1
觀群臣宴寧王,李隆基,1
群臣宴寧王山,李隆基,1
臣宴寧王山亭,李隆基,1
宴寧王山亭回,李隆基,1
寧王山亭回樓,李隆基,1
王山亭回樓下,李隆基,1
山亭回樓下又,李隆基,1
亭回樓下又申,李隆基,1
回樓下又申之,李隆基,1
樓下又申之以,李隆基,1
下又申之以賞,李隆基,1
又申之以賞樂,李隆基,1
申之以賞樂賦,李隆基,1
之以賞樂賦詩,李隆基,1
以賞樂賦詩同,李隆基,1
賞樂賦詩同二,李隆基,1
樂賦詩同二相,李隆基,1
賦詩同二相已,李隆基,1
詩同二相已下,李隆基,1
同二相已下群,李隆基,1
二相已下群官,李隆基,1
相已下群官樂,李隆基,1
已下群官樂遊,李隆基,1
下群官樂遊園,李隆基,1
群官樂遊園宴,李隆基,1
官樂遊園宴集,李隆基,1
樂遊園宴集賢,李隆基,1
遊園宴集賢書,李隆基,1
園宴集賢書院,李隆基,1
宴集賢書院成,李隆基,1
集賢書院成送,李隆基,1
賢書院成送張,李隆基,1
書院成送張說,李隆基,1
院成送張說上,李隆基,1
成送張說上集,李隆基,1
送張說上集賢,李隆基,1
張說上集賢學,李隆基,1
說上集賢學士,李隆基,1
上集賢學士賜,李隆基,1
集賢學士賜宴,李隆基,1
賢學士賜宴得,李隆基,1
學士賜宴得珍,李隆基,1
士賜宴得珍字,李隆基,1
賜宴得珍字王,李隆基,1
宴得珍字王屋,李隆基,1
得珍字王屋山,李隆基,1
珍字王屋山送,李隆基,1
字王屋山送道,李隆基,1
王屋山送道士,李隆基,1
屋山送道士司,李隆基,1
山送道士司馬,李隆基,1
送道士司馬承,李隆基,1
道士司馬承禎,李隆基,1
士司馬承禎還,李隆基,1
司馬承禎還天,李隆基,1
馬承禎還天台,李隆基,1
承禎還天台早,李隆基,1
禎還天台早度,李隆基,1
還天台早度蒲,李隆基,1
天台早度蒲津,李隆基,1
台早度蒲津關,李隆基,1
早度蒲津關途,李隆基,1
度蒲津關途經,李隆基,1
蒲津關途經華,李隆基,1
